Time [sec]	P [hPa] 	T [°C]  	Hu [%]	Ws [m/s]	Wd [°]	Ws U [m/s]	Ws V [m/s]	Alt [m]	Geopot [m]	Lon [°]      	Lat [°]      	Dew [°C]	Vi Te [°C]	RI       	MRI      	Rs [m/s]	Elevation [°]	Azimuth [°]	Range [m]	D [kg/m3]
0         	902.2   	22.4    	55    	0.7     	131   	-0.5      	0.5       	1283   	1283      	-113.985020  	46.859690    	12.9    	24.2      	239.23   	440.66   	0.0     	46.9         	360        	1        	1.063628
1         	999999.0	22.5    	999999	0.7     	131   	-0.5      	0.5       	1001282	999999    	999999.000000	999999.000000	999999.0	999999.0  	999999.00	999999.00	999999.0	-62.7        	174        	12390937 	999999.000000
2         	999999.0	22.7    	999999	0.7     	132   	-0.5      	0.5       	1001282	999999    	999999.000000	999999.000000	999999.0	999999.0  	999999.00	999999.00	999999.0	-62.7        	174        	12390937 	999999.000000
3         	999999.0	22.8    	999999	0.7     	132   	-0.5      	0.5       	1001282	999999    	999999.000000	999999.000000	999999.0	999999.0  	999999.00	999999.00	999999.0	-62.7        	174        	12390937 	999999.000000
4         	999999.0	23.0    	999999	0.7     	133   	-0.5      	0.5       	1001282	999999    	999999.000000	999999.000000	999999.0	999999.0  	999999.00	999999.00	999999.0	-62.7        	174        	12390937 	999999.000000
5         	999999.0	23.1    	999999	0.7     	134   	-0.5      	0.5       	1001282	999999    	999999.000000	999999.000000	999999.0	999999.0  	999999.00	999999.00	999999.0	-62.7        	174        	12390937 	999999.000000
6         	999999.0	23.3    	999999	0.6     	134   	-0.4      	0.4       	1001282	999999    	999999.000000	999999.000000	999999.0	999999.0  	999999.00	999999.00	999999.0	-62.7        	174        	12390937 	999999.000000
7         	901.4   	23.2    	47    	0.6     	135   	-0.4      	0.4       	1291   	1291      	-113.984967  	46.859744    	11.1    	24.8      	238.01   	440.69   	1.1     	48.2         	032        	11       	1.059789
8         	901.3   	23.1    	46    	0.6     	135   	-0.4      	0.4       	1292   	1292      	-113.984960  	46.859752    	10.9    	24.8      	238.00   	440.86   	1.1     	48.0         	032        	13       	1.059886
9         	901.1   	23.1    	46    	0.6     	136   	-0.4      	0.4       	1293   	1293      	-113.984952  	46.859759    	10.8    	24.7      	238.02   	441.06   	1.1     	47.9         	033        	14       	1.059984
10        	901.0   	23.0    	46    	0.6     	137   	-0.4      	0.4       	1294   	1294      	-113.984945  	46.859767    	10.8    	24.6      	238.05   	441.27   	1.1     	48.1         	033        	16       	1.060081
11        	900.9   	22.9    	46    	0.6     	137   	-0.4      	0.4       	1296   	1296      	-113.984937  	46.859775    	10.7    	24.5      	238.07   	441.46   	1.1     	48.0         	033        	17       	1.060179
12        	900.8   	22.9    	46    	0.6     	138   	-0.4      	0.4       	1297   	1297      	-113.984930  	46.859782    	10.7    	24.5      	238.10   	441.68   	1.1     	48.1         	033        	19       	1.060276
13        	900.7   	22.8    	46    	0.6     	139   	-0.4      	0.4       	1298   	1298      	-113.984922  	46.859790    	10.6    	24.4      	238.12   	441.87   	1.1     	48.0         	033        	20       	1.060374
14        	900.6   	22.7    	46    	0.6     	139   	-0.4      	0.5       	1299   	1299      	-113.984915  	46.859798    	10.6    	24.3      	238.14   	442.07   	1.1     	47.9         	033        	22       	1.060471
15        	900.4   	22.7    	46    	0.6     	140   	-0.4      	0.5       	1300   	1300      	-113.984907  	46.859805    	10.5    	24.3      	238.17   	442.28   	1.1     	48.0         	033        	24       	1.060569
16        	900.3   	22.6    	46    	0.6     	141   	-0.4      	0.5       	1301   	1301      	-113.984900  	46.859813    	10.5    	24.2      	238.19   	442.48   	1.1     	48.0         	033        	25       	1.060666
17        	900.2   	22.5    	46    	0.6     	142   	-0.4      	0.5       	1302   	1302      	-113.984899  	46.859813    	10.4    	24.1      	238.22   	442.69   	1.1     	49.6         	033        	26       	1.060764
18        	900.1   	22.5    	46    	0.5     	142   	-0.3      	0.4       	1304   	1304      	-113.984903  	46.859807    	10.4    	24.0      	238.24   	442.89   	1.1     	52.3         	034        	26       	1.060862
19        	900.0   	22.4    	46    	0.5     	143   	-0.3      	0.4       	1305   	1305      	-113.984907  	46.859801    	10.3    	24.0      	238.27   	443.09   	1.1     	55.0         	034        	27       	1.060981
20        	899.8   	22.3    	46    	0.5     	144   	-0.3      	0.4       	1306   	1306      	-113.984911  	46.859795    	10.3    	23.9      	238.30   	443.32   	1.1     	57.7         	035        	27       	1.061127
21        	899.7   	22.2    	46    	0.5     	145   	-0.3      	0.4       	1307   	1307      	-113.984915  	46.859789    	10.2    	23.8      	238.34   	443.53   	1.1     	60.1         	035        	28       	1.061272
22        	899.6   	22.2    	47    	0.5     	146   	-0.3      	0.4       	1308   	1308      	-113.984919  	46.859783    	10.2    	23.7      	238.38   	443.74   	1.1     	62.5         	036        	29       	1.061418
23        	899.5   	22.1    	47    	0.5     	147   	-0.3      	0.4       	1309   	1309      	-113.984923  	46.859777    	10.2    	23.6      	238.42   	443.96   	1.1     	64.8         	036        	29       	1.061563
24        	899.4   	22.0    	47    	0.5     	148   	-0.3      	0.4       	1310   	1310      	-113.984926  	46.859771    	10.1    	23.5      	238.46   	444.17   	1.1     	66.9         	037        	30       	1.061709
25        	899.3   	21.9    	47    	0.5     	149   	-0.3      	0.4       	1312   	1311      	-113.984930  	46.859765    	10.1    	23.5      	238.50   	444.40   	1.1     	69.0         	038        	31       	1.061855
26        	899.1   	21.9    	47    	0.5     	150   	-0.3      	0.4       	1313   	1313      	-113.984934  	46.859759    	10.0    	23.4      	238.53   	444.61   	1.1     	70.9         	039        	32       	1.062000
27        	899.0   	21.8    	47    	0.5     	151   	-0.2      	0.4       	1314   	1314      	-113.984938  	46.859753    	10.0    	23.3      	238.57   	444.82   	1.1     	72.7         	040        	33       	1.062146
28        	898.9   	21.7    	47    	0.4     	152   	-0.2      	0.4       	1315   	1315      	-113.984942  	46.859747    	10.0    	23.2      	238.61   	445.05   	1.1     	74.5         	041        	34       	1.062292
29        	898.8   	21.6    	47    	0.4     	153   	-0.2      	0.4       	1316   	1316      	-113.984946  	46.859741    	9.9     	23.1      	238.65   	445.26   	1.1     	76.1         	043        	34       	1.062438
30        	898.7   	21.5    	47    	0.4     	155   	-0.2      	0.4       	1317   	1317      	-113.984950  	46.859735    	9.9     	23.0      	238.69   	445.49   	1.1     	77.6         	044        	35       	1.062584
31        	898.6   	21.5    	48    	0.4     	151   	-0.2      	0.4       	1318   	1318      	-113.984954  	46.859729    	9.9     	23.0      	238.73   	445.70   	1.1     	79.1         	047        	36       	1.062730
32        	898.4   	21.4    	48    	0.5     	148   	-0.3      	0.4       	1319   	1319      	-113.984958  	46.859723    	9.8     	22.9      	238.76   	445.91   	1.1     	80.4         	049        	37       	1.062875
33        	898.3   	21.3    	48    	0.5     	144   	-0.3      	0.4       	1321   	1321      	-113.984962  	46.859717    	9.8     	22.8      	238.79   	446.13   	1.1     	81.7         	052        	38       	1.062980
34        	898.2   	21.2    	48    	0.5     	139   	-0.3      	0.4       	1322   	1322      	-113.984966  	46.859711    	9.8     	22.7      	238.82   	446.33   	1.1     	82.8         	056        	39       	1.063084
35        	898.1   	21.2    	48    	0.5     	134   	-0.4      	0.3       	1323   	1323      	-113.984970  	46.859705    	9.8     	22.7      	238.85   	446.53   	1.1     	83.9         	061        	40       	1.063189
36        	898.0   	21.1    	48    	0.5     	129   	-0.4      	0.3       	1324   	1324      	-113.984974  	46.859699    	9.7     	22.6      	238.89   	446.75   	1.1     	84.8         	068        	42       	1.063294
37        	897.8   	21.0    	48    	0.5     	123   	-0.4      	0.3       	1325   	1325      	-113.984978  	46.859693    	9.7     	22.5      	238.92   	446.96   	1.1     	85.6         	077        	43       	1.063398
38        	897.7   	21.0    	49    	0.5     	117   	-0.4      	0.2       	1326   	1326      	-113.984982  	46.859687    	9.7     	22.5      	238.95   	447.18   	1.1     	86.2         	089        	44       	1.063503
39        	897.6   	20.9    	49    	0.5     	111   	-0.5      	0.2       	1327   	1327      	-113.984986  	46.859681    	9.7     	22.4      	238.98   	447.38   	1.1     	86.6         	103        	45       	1.063608
40        	897.5   	20.8    	49    	0.5     	104   	-0.5      	0.1       	1329   	1329      	-113.984990  	46.859675    	9.7     	22.3      	239.01   	447.58   	1.1     	86.7         	119        	46       	1.063712
41        	897.4   	20.8    	49    	0.6     	098   	-0.6      	0.1       	1330   	1330      	-113.984994  	46.859669    	9.7     	22.3      	239.04   	447.80   	1.1     	86.6         	135        	47       	1.063817
42        	897.3   	20.7    	49    	0.6     	092   	-0.6      	0.0       	1331   	1331      	-113.984998  	46.859663    	9.7     	22.2      	239.07   	448.01   	1.1     	86.3         	147        	48       	1.063922
43        	897.1   	20.6    	49    	0.6     	087   	-0.6      	0.0       	1332   	1332      	-113.985002  	46.859657    	9.7     	22.1      	239.10   	448.23   	1.1     	85.9         	157        	50       	1.064027
44        	897.0   	20.6    	49    	0.6     	082   	-0.6      	-0.1      	1333   	1333      	-113.985006  	46.859651    	9.6     	22.0      	239.13   	448.43   	1.1     	85.4         	165        	51       	1.064132
45        	896.9   	20.5    	50    	0.6     	077   	-0.6      	-0.1      	1334   	1334      	-113.985010  	46.859645    	9.7     	22.0      	239.13   	448.60   	1.1     	84.8         	171        	52       	1.064099
46        	896.8   	20.5    	50    	0.6     	073   	-0.6      	-0.2      	1335   	1335      	-113.985020  	46.859639    	9.7     	22.0      	239.10   	448.76   	1.1     	84.2         	180        	53       	1.063917
47        	896.7   	20.6    	50    	0.6     	069   	-0.6      	-0.2      	1337   	1336      	-113.985034  	46.859632    	9.7     	22.1      	239.06   	448.89   	1.1     	83.5         	190        	54       	1.063735
48        	896.5   	20.6    	50    	0.6     	065   	-0.5      	-0.2      	1338   	1338      	-113.985049  	46.859626    	9.8     	22.1      	239.02   	449.03   	1.1     	82.6         	198        	55       	1.063553
49        	896.4   	20.6    	50    	0.6     	062   	-0.5      	-0.3      	1339   	1339      	-113.985063  	46.859619    	9.8     	22.1      	238.99   	449.18   	1.1     	81.7         	204        	57       	1.063372
50        	896.3   	20.6    	50    	0.7     	060   	-0.6      	-0.4      	1340   	1340      	-113.985078  	46.859612    	9.8     	22.1      	238.95   	449.31   	1.1     	80.7         	208        	58       	1.063190
51        	896.2   	20.6    	50    	0.7     	057   	-0.6      	-0.4      	1341   	1341      	-113.985093  	46.859606    	9.9     	22.1      	238.91   	449.46   	1.1     	79.8         	212        	59       	1.063008
52        	896.1   	20.6    	50    	0.7     	055   	-0.6      	-0.4      	1342   	1342      	-113.985107  	46.859599    	9.9     	22.1      	238.87   	449.60   	1.1     	78.8         	214        	61       	1.062827
53        	896.0   	20.6    	50    	0.7     	053   	-0.6      	-0.4      	1343   	1343      	-113.985122  	46.859593    	9.9     	22.1      	238.83   	449.73   	1.1     	77.9         	217        	62       	1.062645
54        	895.8   	20.6    	50    	0.7     	051   	-0.5      	-0.4      	1345   	1344      	-113.985136  	46.859586    	9.9     	22.2      	238.79   	449.88   	1.1     	77.0         	218        	64       	1.062464
55        	895.7   	20.7    	50    	0.7     	049   	-0.5      	-0.5      	1346   	1346      	-113.985151  	46.859579    	10.0    	22.2      	238.76   	450.02   	1.1     	76.1         	220        	65       	1.062282
56        	895.6   	20.7    	50    	0.7     	048   	-0.5      	-0.5      	1347   	1347      	-113.985165  	46.859573    	10.0    	22.2      	238.72   	450.17   	1.1     	75.3         	221        	66       	1.062101
57        	895.5   	20.7    	50    	0.7     	047   	-0.5      	-0.5      	1348   	1348      	-113.985180  	46.859566    	10.0    	22.2      	238.68   	450.30   	1.1     	74.5         	222        	68       	1.061919
58        	895.4   	20.7    	50    	0.7     	045   	-0.5      	-0.5      	1349   	1349      	-113.985194  	46.859560    	10.1    	22.3      	238.59   	450.39   	1.1     	73.7         	223        	69       	1.061528
59        	895.3   	20.8    	51    	0.8     	044   	-0.6      	-0.6      	1350   	1350      	-113.985209  	46.859553    	10.2    	22.4      	238.50   	450.49   	1.1     	73.0         	224        	71       	1.061121
60        	895.1   	20.9    	50    	0.8     	043   	-0.5      	-0.6      	1351   	1351      	-113.985223  	46.859546    	10.2    	22.4      	238.41   	450.56   	1.1     	72.2         	225        	72       	1.060714
61        	894.6   	21.0    	50    	0.8     	043   	-0.5      	-0.6      	1355   	1355      	-113.985238  	46.859540    	10.2    	22.5      	238.19   	450.97   	4.0     	72.2         	225        	76       	1.059804
62        	894.1   	21.0    	50    	0.8     	044   	-0.6      	-0.6      	1361   	1361      	-113.985252  	46.859533    	10.2    	22.6      	237.98   	451.62   	5.5     	72.5         	226        	82       	1.058895
63        	893.5   	21.1    	50    	0.8     	044   	-0.6      	-0.6      	1366   	1366      	-113.985267  	46.859526    	10.2    	22.7      	237.76   	452.27   	5.5     	72.8         	227        	88       	1.057986
64        	893.0   	21.2    	49    	0.8     	044   	-0.6      	-0.6      	1372   	1372      	-113.985281  	46.859520    	10.2    	22.7      	237.55   	452.92   	5.5     	73.0         	227        	93       	1.057079
65        	892.4   	21.3    	49    	0.8     	044   	-0.6      	-0.6      	1377   	1377      	-113.985296  	46.859513    	10.2    	22.8      	237.34   	453.57   	5.5     	73.2         	228        	99       	1.056172
66        	891.9   	21.3    	49    	0.8     	045   	-0.6      	-0.6      	1383   	1383      	-113.985311  	46.859507    	10.2    	22.9      	237.12   	454.22   	5.5     	73.4         	228        	105      	1.055266
67        	891.3   	21.4    	49    	0.8     	045   	-0.6      	-0.6      	1388   	1388      	-113.985325  	46.859500    	10.2    	23.0      	236.90   	454.87   	5.5     	73.6         	228        	110      	1.054332
68        	890.8   	21.5    	48    	0.8     	045   	-0.6      	-0.6      	1394   	1394      	-113.985340  	46.859493    	10.2    	23.0      	236.69   	455.51   	5.5     	73.7         	229        	116      	1.053399
69        	890.2   	21.6    	48    	0.8     	045   	-0.6      	-0.6      	1399   	1399      	-113.985354  	46.859487    	10.2    	23.1      	236.47   	456.16   	5.5     	73.8         	229        	121      	1.052467
70        	889.6   	21.6    	48    	0.9     	046   	-0.6      	-0.6      	1405   	1405      	-113.985369  	46.859480    	10.1    	23.1      	236.29   	456.84   	5.5     	74.0         	229        	127      	1.051723
71        	889.1   	21.6    	48    	0.9     	046   	-0.6      	-0.6      	1410   	1410      	-113.985383  	46.859474    	10.0    	23.1      	236.15   	457.57   	5.5     	74.1         	229        	133      	1.051151
72        	888.5   	21.5    	47    	0.9     	046   	-0.6      	-0.6      	1416   	1416      	-113.985398  	46.859467    	9.9     	23.1      	236.02   	458.30   	5.5     	74.2         	230        	138      	1.050580
73        	887.9   	21.5    	47    	0.9     	046   	-0.7      	-0.6      	1421   	1421      	-113.985412  	46.859460    	9.8     	23.0      	235.88   	459.02   	5.5     	74.3         	230        	144      	1.050009
74        	887.4   	21.5    	47    	0.9     	047   	-0.7      	-0.6      	1427   	1427      	-113.985427  	46.859454    	9.7     	23.0      	235.74   	459.75   	5.5     	74.3         	230        	150      	1.049438
75        	886.8   	21.4    	47    	0.9     	047   	-0.7      	-0.6      	1432   	1432      	-113.985441  	46.859447    	9.6     	22.9      	235.60   	460.47   	5.5     	74.4         	230        	155      	1.048868
76        	886.3   	21.4    	46    	0.9     	047   	-0.7      	-0.6      	1438   	1438      	-113.985448  	46.859442    	9.5     	22.9      	235.46   	461.20   	5.5     	74.7         	230        	161      	1.048298
77        	885.7   	21.4    	46    	0.9     	047   	-0.7      	-0.6      	1443   	1443      	-113.985447  	46.859439    	9.3     	22.9      	235.32   	461.92   	5.5     	75.1         	230        	166      	1.047728
78        	885.1   	21.4    	46    	0.9     	047   	-0.7      	-0.6      	1449   	1449      	-113.985447  	46.859435    	9.2     	22.8      	235.19   	462.65   	5.5     	75.5         	229        	172      	1.047158
79        	884.6   	21.3    	46    	0.9     	047   	-0.7      	-0.6      	1454   	1454      	-113.985447  	46.859431    	9.1     	22.8      	235.05   	463.37   	5.5     	75.9         	229        	177      	1.046588
80        	884.0   	21.3    	45    	0.9     	048   	-0.7      	-0.6      	1460   	1460      	-113.985446  	46.859428    	9.0     	22.8      	234.91   	464.10   	5.5     	76.2         	228        	182      	1.046019
81        	883.4   	21.3    	45    	1.0     	048   	-0.7      	-0.7      	1465   	1465      	-113.985446  	46.859424    	8.9     	22.7      	234.77   	464.82   	5.5     	76.6         	228        	188      	1.045450
82        	882.9   	21.3    	45    	1.0     	048   	-0.7      	-0.7      	1471   	1471      	-113.985445  	46.859420    	8.8     	22.7      	234.63   	465.55   	5.5     	76.9         	228        	193      	1.044881
83        	882.3   	21.2    	44    	1.0     	048   	-0.7      	-0.7      	1476   	1476      	-113.985445  	46.859417    	8.7     	22.6      	234.50   	466.28   	5.5     	77.2         	227        	199      	1.044321
84        	881.8   	21.2    	44    	1.0     	048   	-0.7      	-0.7      	1482   	1482      	-113.985445  	46.859413    	8.5     	22.6      	234.36   	467.00   	5.5     	77.4         	227        	204      	1.043762
85        	881.2   	21.2    	44    	1.0     	049   	-0.7      	-0.7      	1487   	1487      	-113.985444  	46.859410    	8.4     	22.6      	234.22   	467.73   	5.5     	77.7         	226        	210      	1.043204
86        	880.6   	21.1    	999999	1.0     	049   	-0.8      	-0.7      	1493   	1493      	-113.985444  	46.859406    	999999.0	999999.0  	999999.00	999999.00	5.5     	77.9         	226        	215      	1.042645
87        	880.1   	21.1    	43    	1.0     	049   	-0.8      	-0.7      	1498   	1498      	-113.985443  	46.859402    	8.2     	22.5      	233.95   	469.17   	5.5     	78.2         	226        	220      	1.042087
88        	879.5   	21.1    	43    	1.0     	049   	-0.8      	-0.7      	1504   	1504      	-113.985443  	46.859399    	8.1     	22.4      	233.82   	469.90   	5.5     	78.4         	225        	226      	1.041530
89        	879.0   	21.1    	43    	1.0     	049   	-0.8      	-0.7      	1509   	1509      	-113.985442  	46.859395    	7.9     	22.4      	233.68   	470.62   	5.5     	78.6         	225        	231      	1.040972
90        	878.4   	21.0    	42    	1.0     	049   	-0.8      	-0.7      	1515   	1515      	-113.985442  	46.859392    	7.8     	22.4      	233.54   	471.35   	5.5     	78.8         	224        	237      	1.040415
91        	877.8   	21.0    	42    	1.0     	048   	-0.7      	-0.7      	1520   	1520      	-113.985442  	46.859388    	7.7     	22.3      	233.41   	472.08   	5.5     	79.0         	224        	242      	1.039848
92        	877.3   	21.0    	42    	1.0     	046   	-0.7      	-0.7      	1526   	1526      	-113.985441  	46.859384    	7.6     	22.3      	233.27   	472.80   	5.5     	79.2         	224        	248      	1.039282
93        	876.7   	20.9    	42    	1.0     	043   	-0.7      	-0.7      	1531   	1531      	-113.985441  	46.859381    	7.4     	22.2      	233.13   	473.53   	5.5     	79.3         	223        	253      	1.038716
94        	876.1   	20.9    	41    	1.0     	041   	-0.7      	-0.8      	1537   	1537      	-113.985440  	46.859377    	7.3     	22.2      	232.99   	474.27   	5.6     	79.5         	223        	259      	1.038151
95        	875.6   	20.9    	41    	0.9     	038   	-0.6      	-0.7      	1543   	1542      	-113.985440  	46.859374    	7.2     	22.2      	232.86   	475.03   	5.7     	79.7         	223        	264      	1.037595
96        	875.0   	20.8    	41    	0.9     	034   	-0.5      	-0.7      	1548   	1548      	-113.985440  	46.859370    	7.0     	22.1      	232.72   	475.79   	5.7     	79.8         	222        	270      	1.037061
97        	874.4   	20.8    	40    	0.9     	030   	-0.5      	-0.8      	1554   	1554      	-113.985439  	46.859366    	6.9     	22.1      	232.59   	476.55   	5.7     	80.0         	222        	275      	1.036516
98        	873.9   	20.8    	40    	0.9     	025   	-0.4      	-0.8      	1560   	1559      	-113.985439  	46.859363    	6.8     	22.0      	232.46   	477.30   	5.7     	80.1         	222        	281      	1.035971
99        	873.3   	20.7    	40    	0.9     	019   	-0.3      	-0.9      	1565   	1565      	-113.985438  	46.859359    	6.6     	22.0      	232.32   	478.06   	5.7     	80.3         	221        	287      	1.035427
100       	872.7   	20.7    	40    	0.8     	012   	-0.2      	-0.8      	1571   	1571      	-113.985438  	46.859355    	6.6     	21.9      	232.20   	478.83   	5.7     	80.4         	221        	292      	1.034882
101       	872.2   	20.6    	40    	0.8     	004   	-0.1      	-0.8      	1577   	1576      	-113.985437  	46.859352    	6.5     	21.9      	232.08   	479.59   	5.7     	80.5         	221        	298      	1.034338
102       	871.6   	20.6    	40    	0.8     	355   	0.1       	-0.8      	1582   	1582      	-113.985437  	46.859348    	6.4     	21.8      	231.95   	480.36   	5.7     	80.7         	220        	304      	1.033795
103       	871.0   	20.6    	40    	0.8     	345   	0.2       	-0.8      	1588   	1588      	-113.985437  	46.859345    	6.4     	21.8      	231.83   	481.13   	5.7     	80.8         	220        	309      	1.033251
104       	870.4   	20.5    	39    	0.8     	335   	0.3       	-0.7      	1594   	1593      	-113.985436  	46.859341    	6.3     	21.8      	231.70   	481.88   	5.7     	80.9         	220        	315      	1.032707
105       	869.9   	20.5    	39    	0.7     	326   	0.4       	-0.6      	1599   	1599      	-113.985436  	46.859337    	6.2     	21.7      	231.58   	482.65   	5.7     	81.0         	219        	321      	1.032164
106       	869.3   	20.5    	39    	0.7     	317   	0.5       	-0.5      	1605   	1605      	-113.985435  	46.859334    	6.2     	21.7      	231.45   	483.42   	5.7     	81.1         	219        	326      	1.031620
107       	868.7   	20.4    	39    	0.7     	310   	0.5       	-0.4      	1611   	1610      	-113.985426  	46.859343    	6.1     	21.6      	231.33   	484.19   	5.7     	81.5         	219        	332      	1.031078
108       	868.2   	20.4    	39    	0.7     	304   	0.6       	-0.4      	1616   	1616      	-113.985416  	46.859354    	6.0     	21.6      	231.21   	484.95   	5.7     	81.9         	219        	337      	1.030552
109       	867.6   	20.3    	39    	0.7     	298   	0.6       	-0.3      	1622   	1622      	-113.985406  	46.859365    	6.0     	21.5      	231.09   	485.73   	5.7     	82.2         	219        	342      	1.030032
110       	867.0   	20.3    	39    	0.6     	294   	0.5       	-0.2      	1628   	1627      	-113.985396  	46.859376    	5.9     	21.5      	230.97   	486.51   	5.7     	82.6         	220        	348      	1.029512
111       	866.4   	20.2    	39    	0.7     	286   	0.7       	-0.2      	1633   	1633      	-113.985386  	46.859387    	5.8     	21.4      	230.85   	487.27   	5.7     	82.9         	220        	353      	1.028992
112       	865.9   	20.2    	39    	0.7     	277   	0.7       	-0.1      	1639   	1639      	-113.985376  	46.859398    	5.7     	21.4      	230.73   	488.04   	5.7     	83.3         	220        	359      	1.028473
113       	865.3   	20.2    	39    	0.8     	269   	0.8       	0.0       	1645   	1644      	-113.985366  	46.859409    	5.7     	21.3      	230.62   	488.82   	5.7     	83.6         	221        	364      	1.027954
114       	864.7   	20.1    	39    	0.8     	260   	0.8       	0.1       	1650   	1650      	-113.985356  	46.859420    	5.7     	21.3      	230.51   	489.61   	5.7     	83.9         	221        	370      	1.027435
115       	864.2   	20.1    	39    	0.9     	252   	0.9       	0.3       	1656   	1656      	-113.985346  	46.859431    	5.7     	21.2      	230.40   	490.37   	5.7     	84.2         	221        	375      	1.026916
116       	863.6   	20.0    	39    	0.9     	245   	0.8       	0.4       	1662   	1661      	-113.985336  	46.859441    	5.7     	21.2      	230.29   	491.16   	5.7     	84.5         	221        	381      	1.026397
117       	863.0   	20.0    	39    	1.0     	238   	0.9       	0.5       	1667   	1667      	-113.985326  	46.859452    	5.7     	21.1      	230.17   	491.94   	5.7     	84.8         	222        	386      	1.025879
118       	862.5   	19.9    	39    	1.1     	233   	0.9       	0.7       	1673   	1673      	-113.985316  	46.859463    	5.7     	21.1      	230.06   	492.71   	5.7     	85.1         	222        	392      	1.025360
119       	861.9   	19.9    	39    	1.1     	228   	0.8       	0.7       	1679   	1678      	-113.985306  	46.859474    	5.7     	21.1      	229.95   	493.49   	5.7     	85.4         	223        	397      	1.024842
120       	861.3   	19.8    	39    	1.2     	224   	0.8       	0.9       	1684   	1684      	-113.985296  	46.859485    	5.6     	21.0      	229.84   	494.28   	5.7     	85.6         	223        	403      	1.024325
121       	860.8   	19.8    	39    	1.2     	220   	0.8       	0.9       	1690   	1690      	-113.985286  	46.859496    	5.6     	21.0      	229.73   	495.06   	5.7     	85.9         	224        	408      	1.023805
122       	860.2   	19.7    	40    	1.3     	217   	0.8       	1.0       	1696   	1695      	-113.985276  	46.859507    	5.6     	20.9      	229.62   	495.83   	5.7     	86.1         	224        	414      	1.023284
123       	859.6   	19.7    	40    	1.3     	214   	0.7       	1.1       	1701   	1701      	-113.985266  	46.859518    	5.6     	20.9      	229.51   	496.61   	5.7     	86.4         	225        	420      	1.022764
124       	859.0   	19.7    	40    	1.4     	212   	0.7       	1.2       	1707   	1707      	-113.985256  	46.859529    	5.6     	20.8      	229.39   	497.39   	5.7     	86.6         	226        	425      	1.022244
125       	858.5   	19.6    	40    	1.4     	210   	0.7       	1.2       	1713   	1713      	-113.985246  	46.859540    	5.6     	20.8      	229.28   	498.18   	5.7     	86.8         	226        	431      	1.021725
126       	857.9   	19.6    	40    	1.5     	208   	0.7       	1.3       	1719   	1718      	-113.985236  	46.859550    	5.6     	20.7      	229.17   	499.01   	5.9     	87.1         	227        	437      	1.021205
127       	857.3   	19.5    	40    	1.5     	206   	0.7       	1.3       	1725   	1724      	-113.985226  	46.859561    	5.5     	20.7      	229.05   	499.81   	5.9     	87.3         	228        	442      	1.020660
128       	856.7   	19.5    	40    	1.6     	205   	0.7       	1.4       	1731   	1730      	-113.985216  	46.859572    	5.5     	20.6      	228.93   	500.62   	5.9     	87.5         	230        	448      	1.020116
129       	856.1   	19.4    	40    	1.6     	204   	0.6       	1.5       	1737   	1736      	-113.985206  	46.859583    	5.5     	20.6      	228.81   	501.44   	5.9     	87.7         	231        	454      	1.019572
130       	855.5   	19.4    	40    	1.7     	203   	0.7       	1.6       	1742   	1742      	-113.985196  	46.859594    	5.4     	20.5      	228.69   	502.25   	5.9     	87.9         	232        	460      	1.019028
131       	854.9   	19.3    	40    	1.7     	204   	0.7       	1.6       	1748   	1748      	-113.985186  	46.859605    	5.4     	20.5      	228.57   	503.07   	5.9     	88.1         	234        	466      	1.018484
132       	854.3   	19.3    	40    	1.7     	205   	0.7       	1.5       	1754   	1754      	-113.985176  	46.859616    	5.4     	20.4      	228.45   	503.88   	5.9     	88.3         	236        	472      	1.017941
133       	853.8   	19.2    	40    	1.6     	206   	0.7       	1.4       	1760   	1760      	-113.985165  	46.859627    	5.3     	20.4      	228.33   	504.68   	5.9     	88.4         	239        	478      	1.017392
134       	853.2   	19.2    	40    	1.7     	207   	0.8       	1.5       	1766   	1766      	-113.985155  	46.859638    	5.3     	20.4      	228.21   	505.50   	5.9     	88.6         	242        	484      	1.016839
135       	852.6   	19.2    	40    	1.7     	208   	0.8       	1.5       	1772   	1772      	-113.985145  	46.859649    	5.3     	20.3      	228.09   	506.31   	5.9     	88.8         	246        	490      	1.016287
136       	852.0   	19.1    	40    	1.7     	209   	0.8       	1.5       	1778   	1778      	-113.985135  	46.859659    	5.2     	20.3      	227.96   	507.13   	5.9     	88.9         	251        	496      	1.015736
137       	851.4   	19.1    	40    	1.6     	210   	0.8       	1.4       	1784   	1784      	-113.985116  	46.859669    	5.2     	20.2      	227.84   	507.93   	5.9     	89.1         	255        	501      	1.015184
138       	850.8   	19.0    	40    	1.6     	211   	0.8       	1.4       	1790   	1790      	-113.985082  	46.859677    	5.2     	20.2      	227.72   	508.73   	5.9     	89.5         	258        	507      	1.014633
139       	850.2   	19.0    	40    	1.6     	212   	0.9       	1.4       	1796   	1796      	-113.985049  	46.859685    	5.1     	20.1      	227.60   	509.56   	5.9     	89.8         	267        	513      	1.014082
140       	849.6   	18.9    	40    	1.6     	213   	0.9       	1.3       	1802   	1802      	-113.985015  	46.859694    	5.1     	20.1      	227.48   	510.36   	5.9     	89.9         	026        	519      	1.013531
141       	849.0   	18.9    	40    	1.6     	214   	0.9       	1.3       	1808   	1808      	-113.984981  	46.859702    	5.2     	20.0      	227.37   	511.19   	5.9     	89.6         	060        	525      	1.012980
