Time [mm:ss]	T [°C]	U [%r H]    	Tu Cap [°C]
08:23.1     	14.14 	58.6        	14.83
08:24.1     	14.17 	59.2        	14.84
08:25.0     	14.20 	58.9        	14.84
08:25.8     	14.21 	58.5        	14.85
08:26.7     	14.23 	58.4        	14.86
08:27.6     	14.25 	59.1        	14.87
08:28.5     	14.28 	58.8        	14.89
08:29.4     	14.30 	58.6        	14.90
08:30.3     	14.34 	59.3        	14.92
08:31.1     	14.37 	60.1        	14.93
08:32.0     	14.39 	60.0        	14.95
08:32.9     	14.44 	60.3        	14.97
08:33.9     	14.49 	60.9        	14.99
08:34.9     	14.44 	63.0        	14.99
08:35.9     	14.40 	61.1        	15.04
08:37.0     	14.40 	59.3        	15.05
08:37.5     	14.49 	57.9        	15.07
08:38.4     	14.44 	57.2        	15.10
08:39.2     	14.39 	57.5        	15.11
08:40.1     	14.35 	56.5        	15.13
08:41.0     	14.32 	56.3        	15.14
08:41.9     	14.32 	56.0        	15.16
08:42.8     	14.35 	56.8        	15.18
08:43.8     	14.38 	56.3        	15.21
08:44.6     	14.39 	56.4        	15.22
08:45.6     	14.44 	59.6        	15.25
08:46.5     	14.49 	57.8        	15.27
08:47.3     	14.52 	57.4        	15.29
08:48.2     	14.55 	59.5        	15.31
08:49.1     	14.59 	57.2        	15.33
08:50.0     	14.54 	55.6        	15.36
08:50.9     	14.54 	55.2        	15.38
08:51.8     	14.53 	55.2        	15.41
08:52.6     	14.53 	55.1        	15.43
08:53.6     	14.50 	55.8        	15.45
08:54.6     	14.49 	55.9        	15.47
08:55.4     	14.49 	56.5        	15.49
08:56.3     	14.46 	55.8        	15.50
08:57.2     	14.45 	55.6        	15.52
08:58.1     	14.46 	55.5        	15.53
08:59.0     	14.44 	55.6        	15.53
08:59.9     	14.43 	55.8        	15.54
09:00.7     	14.46 	56.5        	15.55
09:01.6     	14.47 	56.9        	15.56
09:02.5     	14.45 	57.8        	15.57
09:03.4     	14.51 	59.2        	15.58
09:04.3     	14.52 	59.1        	15.60
09:05.2     	14.52 	58.6        	15.62
09:06.1     	14.56 	58.0        	15.63
09:07.0     	14.60 	57.4        	15.65
09:08.0     	14.67 	57.4        	15.67
09:08.8     	14.75 	59.7        	15.69
09:09.7     	14.80 	60.2        	15.71
09:10.6     	14.89 	61.9        	15.74
09:11.5     	15.03 	63.3        	15.77
