Time [sec]	P [hPa] 	T [°C]  	Hu [%]	Ws [m/s]	Wd [°]	Ws U [m/s]	Ws V [m/s]	Alt [m]	Geopot [m]	Lon [°]      	Lat [°]      	Dew [°C]	Vi Te [°C]	RI       	MRI      	Rs [m/s]	Elevation [°]	Azimuth [°]	Range [m]	D [kg/m3]
0         	907.0   	14.9    	62    	0.7     	295   	0.6       	-0.3      	978    	978       	-113.984933  	46.859752    	7.7     	16.2      	247.13   	400.68   	0.0     	46.9         	360        	1        	1.097129
1         	906.4   	15.1    	999999	0.7     	297   	0.6       	-0.3      	984    	984       	-113.984934  	46.859752    	999999.0	999999.0  	999999.00	999999.00	5.8     	86.2         	347        	6        	1.095553
2         	905.8   	15.3    	999999	0.7     	299   	0.6       	-0.3      	990    	990       	-113.984935  	46.859752    	999999.0	999999.0  	999999.00	999999.00	5.8     	87.7         	336        	12       	1.093980
3         	905.2   	15.6    	999999	0.7     	301   	0.6       	-0.4      	995    	995       	-113.984937  	46.859753    	999999.0	999999.0  	999999.00	999999.00	5.8     	88.2         	328        	18       	1.092410
4         	904.5   	15.8    	999999	0.7     	303   	0.6       	-0.4      	1001   	1001      	-113.984938  	46.859753    	999999.0	999999.0  	999999.00	999999.00	5.8     	88.5         	322        	24       	1.090842
5         	903.9   	16.0    	999999	0.7     	306   	0.6       	-0.4      	1007   	1007      	-113.984939  	46.859753    	999999.0	999999.0  	999999.00	999999.00	5.8     	88.6         	317        	29       	1.089278
6         	903.3   	16.2    	999999	0.7     	309   	0.5       	-0.4      	1013   	1013      	-113.984940  	46.859753    	999999.0	999999.0  	999999.00	999999.00	5.8     	88.7         	313        	35       	1.087716
7         	902.7   	16.2    	59    	0.7     	312   	0.5       	-0.5      	1018   	1018      	-113.984942  	46.859754    	8.1     	17.5      	244.71   	404.59   	5.8     	88.8         	310        	41       	1.087061
8         	902.1   	16.1    	58    	0.7     	316   	0.5       	-0.5      	1024   	1024      	-113.984943  	46.859754    	7.9     	17.4      	244.64   	405.42   	5.8     	88.8         	308        	47       	1.086754
9         	901.5   	16.0    	58    	0.7     	320   	0.4       	-0.5      	1030   	1030      	-113.984944  	46.859754    	7.8     	17.2      	244.57   	406.26   	5.8     	88.8         	306        	52       	1.086448
10        	900.9   	15.8    	58    	0.7     	326   	0.4       	-0.6      	1036   	1036      	-113.984945  	46.859754    	7.7     	17.1      	244.50   	407.09   	5.8     	88.9         	304        	58       	1.086142
11        	900.3   	15.7    	58    	0.7     	331   	0.3       	-0.6      	1041   	1041      	-113.984947  	46.859755    	7.6     	17.0      	244.44   	407.94   	5.8     	88.9         	303        	64       	1.085836
12        	899.6   	15.6    	58    	0.7     	338   	0.3       	-0.6      	1047   	1047      	-113.984948  	46.859755    	7.5     	16.9      	244.37   	408.78   	5.8     	88.9         	302        	70       	1.085530
13        	899.0   	15.5    	58    	0.7     	345   	0.2       	-0.7      	1053   	1053      	-113.984949  	46.859755    	7.4     	16.8      	244.30   	409.62   	5.8     	88.9         	301        	75       	1.085199
14        	898.4   	15.4    	58    	0.7     	352   	0.1       	-0.7      	1059   	1059      	-113.984950  	46.859755    	7.3     	16.6      	244.22   	410.49   	6.0     	88.9         	300        	81       	1.084868
15        	897.8   	15.3    	58    	0.7     	359   	0.0       	-0.7      	1065   	1065      	-113.984952  	46.859756    	7.1     	16.5      	244.15   	411.34   	6.0     	88.9         	299        	87       	1.084538
16        	897.1   	15.2    	58    	0.7     	007   	-0.1      	-0.7      	1071   	1071      	-113.984953  	46.859751    	7.0     	16.4      	244.08   	412.21   	6.0     	89.0         	280        	93       	1.084208
17        	896.5   	15.0    	58    	0.7     	014   	-0.2      	-0.7      	1077   	1077      	-113.984955  	46.859745    	6.9     	16.3      	244.01   	413.08   	6.0     	89.0         	257        	99       	1.083878
18        	895.9   	14.9    	58    	0.7     	021   	-0.2      	-0.7      	1083   	1083      	-113.984957  	46.859739    	6.8     	16.1      	243.94   	413.94   	6.0     	88.8         	240        	105      	1.083548
19        	895.2   	14.8    	58    	0.7     	027   	-0.3      	-0.6      	1089   	1089      	-113.984959  	46.859733    	6.7     	16.0      	243.84   	414.79   	6.0     	88.7         	229        	111      	1.083134
20        	894.6   	14.8    	58    	0.7     	032   	-0.4      	-0.6      	1095   	1095      	-113.984960  	46.859727    	6.7     	16.0      	243.73   	415.61   	6.0     	88.4         	221        	117      	1.082602
21        	894.0   	14.7    	58    	0.7     	037   	-0.4      	-0.6      	1101   	1101      	-113.984962  	46.859721    	6.6     	15.9      	243.62   	416.43   	6.0     	88.2         	216        	123      	1.082070
22        	893.3   	14.7    	59    	0.7     	041   	-0.5      	-0.5      	1107   	1107      	-113.984964  	46.859715    	6.6     	15.8      	243.51   	417.26   	6.0     	88.0         	213        	129      	1.081539
23        	892.7   	14.6    	59    	0.7     	045   	-0.5      	-0.5      	1113   	1113      	-113.984966  	46.859709    	6.6     	15.8      	243.40   	418.09   	6.0     	87.9         	210        	135      	1.081008
24        	892.1   	14.5    	59    	0.7     	048   	-0.5      	-0.5      	1119   	1119      	-113.984967  	46.859703    	6.6     	15.7      	243.29   	418.93   	6.0     	87.7         	208        	141      	1.080477
25        	891.5   	14.5    	59    	0.7     	051   	-0.5      	-0.4      	1125   	1125      	-113.984969  	46.859697    	6.6     	15.7      	243.18   	419.74   	6.0     	87.5         	206        	147      	1.079945
26        	890.8   	14.4    	59    	0.7     	054   	-0.6      	-0.4      	1131   	1131      	-113.984971  	46.859691    	6.6     	15.6      	243.07   	420.58   	6.0     	87.4         	205        	153      	1.079414
27        	890.2   	14.3    	59    	0.7     	056   	-0.6      	-0.4      	1137   	1137      	-113.984973  	46.859685    	6.6     	15.5      	242.96   	421.41   	6.0     	87.2         	203        	159      	1.078883
28        	889.6   	14.3    	60    	0.7     	058   	-0.6      	-0.4      	1143   	1143      	-113.984975  	46.859679    	6.6     	15.5      	242.85   	422.23   	6.0     	87.1         	202        	165      	1.078352
29        	888.9   	14.2    	60    	0.7     	060   	-0.6      	-0.4      	1149   	1148      	-113.984976  	46.859673    	6.5     	15.4      	242.75   	423.06   	6.0     	87.0         	202        	171      	1.077822
30        	888.3   	14.2    	60    	0.7     	061   	-0.6      	-0.3      	1155   	1154      	-113.984978  	46.859667    	6.5     	15.3      	242.64   	423.89   	6.0     	86.9         	201        	177      	1.077292
31        	887.7   	14.1    	60    	0.7     	059   	-0.6      	-0.4      	1160   	1160      	-113.984980  	46.859661    	6.5     	15.3      	242.53   	424.71   	6.0     	86.8         	200        	183      	1.076761
32        	887.1   	14.1    	60    	0.7     	057   	-0.6      	-0.4      	1166   	1166      	-113.984982  	46.859655    	6.5     	15.2      	242.41   	425.53   	6.0     	86.7         	200        	189      	1.076181
33        	886.4   	14.0    	61    	0.7     	054   	-0.6      	-0.4      	1172   	1172      	-113.984983  	46.859649    	6.5     	15.2      	242.29   	426.35   	6.0     	86.6         	199        	195      	1.075594
34        	885.8   	14.0    	61    	0.7     	052   	-0.6      	-0.4      	1178   	1178      	-113.984985  	46.859643    	6.5     	15.1      	242.16   	427.17   	6.0     	86.5         	199        	201      	1.075006
35        	885.2   	13.9    	61    	0.8     	050   	-0.6      	-0.5      	1184   	1184      	-113.984987  	46.859637    	6.5     	15.1      	242.03   	427.97   	6.0     	86.4         	199        	207      	1.074419
36        	884.6   	13.9    	61    	0.8     	047   	-0.6      	-0.5      	1190   	1190      	-113.984989  	46.859631    	6.4     	15.0      	241.90   	428.78   	6.0     	86.3         	198        	213      	1.073833
37        	883.9   	13.8    	61    	0.8     	045   	-0.6      	-0.6      	1196   	1196      	-113.984991  	46.859625    	6.4     	15.0      	241.78   	429.60   	6.0     	86.2         	198        	219      	1.073246
38        	883.3   	13.8    	61    	0.8     	042   	-0.5      	-0.6      	1202   	1202      	-113.984992  	46.859619    	6.3     	15.0      	241.65   	430.39   	6.0     	86.2         	198        	225      	1.072659
39        	882.7   	13.7    	61    	0.8     	040   	-0.5      	-0.6      	1208   	1208      	-113.984994  	46.859614    	6.3     	14.9      	241.52   	431.21   	6.0     	86.1         	197        	231      	1.072073
40        	882.1   	13.7    	61    	0.8     	037   	-0.5      	-0.6      	1214   	1214      	-113.984996  	46.859608    	6.3     	14.9      	241.39   	432.02   	6.0     	86.0         	197        	237      	1.071487
41        	881.4   	13.6    	61    	0.8     	035   	-0.5      	-0.7      	1220   	1220      	-113.984998  	46.859602    	6.2     	14.8      	241.26   	432.82   	6.0     	86.0         	197        	243      	1.070901
42        	880.8   	13.6    	61    	0.8     	032   	-0.4      	-0.7      	1226   	1226      	-113.984999  	46.859596    	6.2     	14.8      	241.13   	433.63   	6.0     	85.9         	197        	249      	1.070316
43        	880.2   	13.5    	61    	0.8     	030   	-0.4      	-0.7      	1232   	1232      	-113.985001  	46.859590    	6.2     	14.7      	241.01   	434.45   	6.0     	85.9         	196        	255      	1.069758
44        	879.6   	13.5    	61    	0.8     	028   	-0.4      	-0.7      	1238   	1238      	-113.985003  	46.859584    	6.1     	14.7      	240.89   	435.27   	6.0     	85.8         	196        	261      	1.069199
45        	879.0   	13.5    	61    	0.8     	025   	-0.3      	-0.7      	1244   	1244      	-113.985005  	46.859578    	6.1     	14.6      	240.77   	436.07   	6.0     	85.8         	196        	267      	1.068637
46        	878.4   	13.4    	61    	0.8     	023   	-0.3      	-0.7      	1250   	1250      	-113.985009  	46.859573    	6.1     	14.6      	240.64   	436.89   	6.0     	85.7         	197        	273      	1.068075
47        	877.8   	13.4    	61    	0.8     	021   	-0.3      	-0.7      	1256   	1255      	-113.985015  	46.859569    	6.0     	14.5      	240.52   	437.63   	5.5     	85.7         	197        	279      	1.067514
48        	877.2   	13.3    	61    	0.8     	019   	-0.3      	-0.8      	1261   	1261      	-113.985021  	46.859564    	6.0     	14.5      	240.40   	438.32   	5.2     	85.6         	198        	284      	1.066953
49        	876.7   	13.3    	61    	0.9     	017   	-0.3      	-0.9      	1266   	1266      	-113.985027  	46.859560    	6.0     	14.4      	240.30   	439.03   	5.2     	85.6         	199        	289      	1.066465
50        	876.1   	13.2    	61    	0.9     	015   	-0.2      	-0.9      	1271   	1271      	-113.985033  	46.859556    	6.0     	14.4      	240.20   	439.74   	5.2     	85.6         	200        	294      	1.065978
51        	875.6   	13.2    	61    	0.9     	013   	-0.2      	-0.9      	1276   	1276      	-113.985039  	46.859552    	6.0     	14.3      	240.09   	440.46   	5.2     	85.5         	200        	300      	1.065491
52        	875.1   	13.1    	62    	0.9     	011   	-0.2      	-0.9      	1281   	1281      	-113.985045  	46.859548    	5.9     	14.3      	239.99   	441.16   	5.2     	85.5         	201        	305      	1.065004
53        	874.5   	13.1    	62    	0.9     	009   	-0.1      	-0.9      	1287   	1286      	-113.985051  	46.859544    	5.9     	14.2      	239.89   	441.87   	5.2     	85.5         	202        	310      	1.064517
54        	874.0   	13.0    	62    	0.9     	008   	-0.1      	-0.9      	1292   	1292      	-113.985057  	46.859539    	5.9     	14.2      	239.79   	442.58   	5.2     	85.4         	202        	315      	1.064031
55        	873.4   	13.0    	62    	0.9     	006   	-0.1      	-0.9      	1297   	1297      	-113.985063  	46.859535    	5.9     	14.2      	239.69   	443.28   	5.2     	85.4         	203        	320      	1.063544
56        	872.9   	13.0    	62    	0.9     	005   	-0.1      	-0.9      	1302   	1302      	-113.985069  	46.859531    	5.9     	14.1      	239.58   	444.00   	5.2     	85.4         	203        	325      	1.063057
57        	872.4   	12.9    	62    	0.9     	003   	0.0       	-0.9      	1307   	1307      	-113.985075  	46.859527    	5.9     	14.1      	239.47   	444.70   	5.2     	85.3         	204        	331      	1.062504
58        	871.8   	12.9    	62    	0.9     	002   	0.0       	-0.9      	1312   	1312      	-113.985081  	46.859523    	5.9     	14.1      	239.34   	445.39   	5.2     	85.3         	204        	336      	1.061931
59        	871.3   	12.9    	62    	0.9     	360   	0.0       	-0.9      	1318   	1317      	-113.985087  	46.859519    	5.9     	14.0      	239.22   	446.07   	5.2     	85.3         	205        	341      	1.061358
60        	870.8   	12.9    	63    	0.9     	359   	0.0       	-0.9      	1323   	1323      	-113.985093  	46.859514    	5.9     	14.0      	239.10   	446.76   	5.2     	85.2         	205        	346      	1.060785
61        	870.2   	12.8    	63    	0.9     	360   	0.0       	-0.9      	1328   	1328      	-113.985099  	46.859510    	5.9     	14.0      	238.98   	447.46   	5.2     	85.2         	206        	352      	1.060212
62        	869.7   	12.8    	63    	0.9     	002   	0.0       	-0.9      	1333   	1333      	-113.985105  	46.859506    	6.0     	14.0      	238.87   	448.16   	5.2     	85.2         	206        	357      	1.059639
63        	869.1   	12.8    	63    	0.9     	003   	-0.1      	-0.9      	1338   	1338      	-113.985111  	46.859502    	6.0     	14.0      	238.75   	448.85   	5.2     	85.2         	206        	362      	1.059067
64        	868.6   	12.8    	63    	0.9     	005   	-0.1      	-0.9      	1343   	1343      	-113.985117  	46.859498    	6.0     	13.9      	238.64   	449.55   	5.2     	85.1         	207        	367      	1.058495
65        	868.1   	12.8    	64    	0.9     	007   	-0.1      	-0.9      	1349   	1349      	-113.985123  	46.859494    	6.1     	13.9      	238.52   	450.25   	5.2     	85.1         	207        	372      	1.057924
66        	867.5   	12.7    	64    	0.9     	009   	-0.1      	-0.9      	1354   	1354      	-113.985129  	46.859490    	6.1     	13.9      	238.41   	450.95   	5.2     	85.1         	207        	378      	1.057352
67        	867.0   	12.7    	64    	0.9     	011   	-0.2      	-0.9      	1359   	1359      	-113.985135  	46.859485    	6.2     	13.9      	238.29   	451.64   	5.2     	85.0         	208        	383      	1.056781
68        	866.5   	12.7    	65    	0.9     	014   	-0.2      	-0.9      	1364   	1364      	-113.985141  	46.859481    	6.2     	13.9      	238.18   	452.34   	5.2     	85.0         	208        	388      	1.056210
69        	865.9   	12.7    	65    	0.9     	016   	-0.3      	-0.9      	1369   	1369      	-113.985147  	46.859477    	6.2     	13.9      	238.07   	453.05   	5.2     	85.0         	208        	393      	1.055653
70        	865.4   	12.6    	65    	0.8     	019   	-0.3      	-0.8      	1374   	1374      	-113.985153  	46.859473    	6.3     	13.8      	237.96   	453.75   	5.2     	85.0         	209        	398      	1.055143
71        	864.9   	12.6    	65    	0.8     	022   	-0.3      	-0.7      	1380   	1380      	-113.985159  	46.859469    	6.3     	13.8      	237.86   	454.46   	5.2     	84.9         	209        	404      	1.054634
72        	864.3   	12.6    	66    	0.8     	026   	-0.3      	-0.7      	1385   	1385      	-113.985165  	46.859465    	6.3     	13.7      	237.76   	455.18   	5.2     	84.9         	209        	409      	1.054124
73        	863.8   	12.5    	66    	0.8     	029   	-0.4      	-0.7      	1390   	1390      	-113.985171  	46.859460    	6.3     	13.7      	237.66   	455.89   	5.2     	84.9         	210        	414      	1.053613
74        	863.3   	12.5    	66    	0.8     	033   	-0.4      	-0.7      	1395   	1395      	-113.985177  	46.859456    	6.3     	13.7      	237.56   	456.59   	5.2     	84.9         	210        	419      	1.053103
75        	862.7   	12.4    	66    	0.8     	037   	-0.5      	-0.6      	1400   	1400      	-113.985183  	46.859452    	6.3     	13.6      	237.45   	457.30   	5.2     	84.9         	210        	424      	1.052592
76        	862.2   	12.4    	66    	0.8     	042   	-0.5      	-0.6      	1406   	1405      	-113.985189  	46.859448    	6.3     	13.6      	237.34   	458.01   	5.2     	84.8         	210        	430      	1.052082
77        	861.7   	12.4    	66    	0.8     	046   	-0.6      	-0.6      	1411   	1411      	-113.985195  	46.859444    	6.3     	13.6      	237.24   	458.72   	5.2     	84.8         	211        	435      	1.051572
78        	861.2   	12.3    	66    	0.8     	051   	-0.6      	-0.5      	1416   	1416      	-113.985200  	46.859443    	6.3     	13.5      	237.13   	459.42   	5.2     	84.8         	211        	440      	1.051063
79        	860.6   	12.3    	67    	0.8     	056   	-0.7      	-0.4      	1421   	1421      	-113.985205  	46.859453    	6.3     	13.5      	237.01   	460.16   	5.4     	85.0         	212        	445      	1.050521
80        	860.0   	12.2    	67    	0.8     	061   	-0.7      	-0.4      	1427   	1427      	-113.985209  	46.859463    	6.2     	13.4      	236.90   	460.90   	5.4     	85.1         	214        	451      	1.049980
81        	859.5   	12.2    	67    	0.7     	065   	-0.6      	-0.3      	1432   	1432      	-113.985213  	46.859472    	6.2     	13.4      	236.78   	461.64   	5.4     	85.3         	215        	456      	1.049439
82        	858.9   	12.2    	67    	0.7     	070   	-0.7      	-0.2      	1438   	1438      	-113.985218  	46.859482    	6.2     	13.4      	236.66   	462.38   	5.4     	85.4         	216        	462      	1.048900
83        	858.4   	12.1    	67    	0.7     	074   	-0.7      	-0.2      	1443   	1443      	-113.985222  	46.859491    	6.2     	13.3      	236.55   	463.12   	5.4     	85.6         	218        	467      	1.048363
84        	857.8   	12.1    	67    	0.7     	079   	-0.7      	-0.1      	1449   	1448      	-113.985227  	46.859501    	6.2     	13.3      	236.44   	463.85   	5.4     	85.7         	219        	472      	1.047826
85        	857.3   	12.1    	67    	0.7     	083   	-0.7      	-0.1      	1454   	1454      	-113.985231  	46.859511    	6.2     	13.2      	236.32   	464.60   	5.4     	85.8         	221        	478      	1.047288
86        	856.7   	12.0    	67    	0.7     	086   	-0.7      	0.0       	1459   	1459      	-113.985235  	46.859520    	6.1     	13.2      	236.21   	465.33   	5.4     	85.9         	222        	483      	1.046751
87        	856.1   	12.0    	67    	0.7     	090   	-0.7      	0.0       	1465   	1465      	-113.985240  	46.859530    	6.1     	13.2      	236.09   	466.08   	5.4     	86.0         	224        	488      	1.046215
88        	855.6   	11.9    	999999	0.7     	093   	-0.7      	0.0       	1470   	1470      	-113.985244  	46.859539    	999999.0	999999.0  	999999.00	999999.00	5.4     	86.1         	226        	494      	1.045678
89        	855.0   	11.9    	999999	0.7     	096   	-0.7      	0.1       	1476   	1476      	-113.985249  	46.859549    	999999.0	999999.0  	999999.00	999999.00	5.4     	86.2         	227        	499      	1.045142
90        	854.5   	11.9    	999999	0.7     	099   	-0.7      	0.1       	1481   	1481      	-113.985253  	46.859559    	999999.0	999999.0  	999999.00	999999.00	5.4     	86.3         	229        	505      	1.044606
91        	853.9   	11.8    	999999	0.7     	105   	-0.7      	0.2       	1487   	1486      	-113.985257  	46.859568    	999999.0	999999.0  	999999.00	999999.00	5.4     	86.4         	231        	510      	1.044070
92        	853.4   	11.8    	999999	0.7     	111   	-0.7      	0.2       	1492   	1492      	-113.985262  	46.859578    	999999.0	999999.0  	999999.00	999999.00	5.4     	86.5         	233        	515      	1.043534
93        	852.8   	11.7    	999999	0.8     	117   	-0.7      	0.4       	1498   	1497      	-113.985266  	46.859587    	999999.0	999999.0  	999999.00	999999.00	5.4     	86.6         	235        	521      	1.042998
94        	852.3   	11.7    	999999	0.8     	123   	-0.7      	0.4       	1503   	1503      	-113.985271  	46.859597    	999999.0	999999.0  	999999.00	999999.00	5.4     	86.6         	237        	526      	1.042451
95        	851.7   	11.7    	999999	0.8     	128   	-0.6      	0.5       	1508   	1508      	-113.985275  	46.859607    	999999.0	999999.0  	999999.00	999999.00	5.4     	86.7         	239        	532      	1.041838
96        	851.2   	11.7    	999999	0.9     	134   	-0.6      	0.6       	1514   	1514      	-113.985279  	46.859616    	999999.0	999999.0  	999999.00	999999.00	5.4     	86.8         	241        	537      	1.041225
97        	850.6   	11.7    	999999	0.9     	139   	-0.6      	0.7       	1519   	1519      	-113.985284  	46.859626    	999999.0	999999.0  	999999.00	999999.00	5.4     	86.8         	243        	542      	1.040613
98        	850.0   	11.6    	999999	0.9     	144   	-0.5      	0.7       	1525   	1525      	-113.985288  	46.859635    	999999.0	999999.0  	999999.00	999999.00	5.4     	86.9         	245        	548      	1.040000
99        	849.5   	11.6    	999999	1.0     	148   	-0.5      	0.8       	1530   	1530      	-113.985293  	46.859645    	999999.0	999999.0  	999999.00	999999.00	5.4     	86.9         	247        	553      	1.039388
100       	848.9   	11.6    	999999	1.0     	152   	-0.5      	0.9       	1536   	1535      	-113.985297  	46.859655    	999999.0	999999.0  	999999.00	999999.00	5.4     	87.0         	249        	559      	1.038776
101       	848.4   	11.6    	999999	1.0     	155   	-0.4      	0.9       	1541   	1541      	-113.985301  	46.859664    	999999.0	999999.0  	999999.00	999999.00	5.4     	87.0         	252        	564      	1.038165
102       	847.8   	11.6    	999999	1.1     	158   	-0.4      	1.0       	1546   	1546      	-113.985306  	46.859674    	999999.0	999999.0  	999999.00	999999.00	5.4     	87.0         	254        	570      	1.037554
103       	847.3   	11.6    	999999	1.1     	161   	-0.4      	1.0       	1552   	1552      	-113.985310  	46.859683    	999999.0	999999.0  	999999.00	999999.00	5.4     	87.0         	256        	575      	1.036943
104       	846.7   	11.5    	999999	1.2     	164   	-0.3      	1.2       	1557   	1557      	-113.985315  	46.859693    	999999.0	999999.0  	999999.00	999999.00	5.4     	87.1         	258        	580      	1.036332
105       	846.2   	11.5    	999999	1.2     	166   	-0.3      	1.2       	1563   	1563      	-113.985319  	46.859703    	999999.0	999999.0  	999999.00	999999.00	5.4     	87.1         	260        	586      	1.035722
106       	845.6   	11.5    	999999	1.2     	168   	-0.2      	1.2       	1568   	1568      	-113.985323  	46.859712    	999999.0	999999.0  	999999.00	999999.00	5.4     	87.1         	262        	591      	1.035112
107       	845.1   	11.5    	999999	1.3     	170   	-0.2      	1.3       	1574   	1573      	-113.985328  	46.859722    	999999.0	999999.0  	999999.00	999999.00	5.4     	87.1         	264        	597      	1.034522
108       	844.5   	11.5    	999999	1.3     	172   	-0.2      	1.3       	1579   	1579      	-113.985332  	46.859731    	999999.0	999999.0  	999999.00	999999.00	5.4     	87.1         	266        	602      	1.033946
109       	844.0   	11.4    	999999	1.3     	173   	-0.2      	1.3       	1585   	1584      	-113.985332  	46.859744    	999999.0	999999.0  	999999.00	999999.00	5.5     	87.1         	269        	608      	1.033348
110       	843.4   	11.4    	999999	1.4     	175   	-0.1      	1.4       	1590   	1590      	-113.985312  	46.859771    	999999.0	999999.0  	999999.00	999999.00	5.6     	87.3         	275        	613      	1.032750
111       	842.8   	11.4    	999999	1.5     	178   	-0.1      	1.5       	1596   	1596      	-113.985292  	46.859799    	999999.0	999999.0  	999999.00	999999.00	5.6     	87.4         	282        	619      	1.032153
112       	842.3   	11.3    	999999	1.6     	180   	0.0       	1.6       	1601   	1601      	-113.985272  	46.859826    	999999.0	999999.0  	999999.00	999999.00	5.6     	87.5         	288        	624      	1.031556
113       	841.7   	11.3    	999999	1.7     	183   	0.1       	1.7       	1607   	1607      	-113.985252  	46.859853    	999999.0	999999.0  	999999.00	999999.00	5.6     	87.5         	296        	630      	1.030960
114       	841.1   	11.3    	999999	1.8     	185   	0.2       	1.8       	1613   	1613      	-113.985233  	46.859880    	999999.0	999999.0  	999999.00	999999.00	5.6     	87.6         	303        	636      	1.030364
115       	840.6   	11.3    	999999	1.9     	187   	0.2       	1.9       	1618   	1618      	-113.985213  	46.859907    	999999.0	999999.0  	999999.00	999999.00	5.6     	87.5         	310        	641      	1.029764
116       	840.0   	11.2    	999999	2.0     	189   	0.3       	2.0       	1624   	1624      	-113.985193  	46.859935    	999999.0	999999.0  	999999.00	999999.00	5.6     	87.5         	316        	647      	1.029165
117       	839.4   	11.2    	999999	2.1     	190   	0.4       	2.1       	1630   	1629      	-113.985173  	46.859962    	999999.0	999999.0  	999999.00	999999.00	5.6     	87.4         	322        	653      	1.028566
118       	838.9   	11.2    	999999	2.2     	192   	0.4       	2.2       	1635   	1635      	-113.985153  	46.859989    	999999.0	999999.0  	999999.00	999999.00	5.6     	87.3         	328        	658      	1.027967
119       	838.3   	11.2    	999999	2.3     	193   	0.5       	2.2       	1641   	1641      	-113.985133  	46.860016    	999999.0	999999.0  	999999.00	999999.00	5.6     	87.1         	333        	664      	1.027368
120       	837.7   	11.1    	999999	2.4     	194   	0.6       	2.3       	1647   	1646      	-113.985113  	46.860043    	999999.0	999999.0  	999999.00	999999.00	5.6     	87.0         	337        	670      	1.026751
121       	837.2   	11.1    	999999	2.5     	195   	0.7       	2.4       	1652   	1652      	-113.985093  	46.860071    	999999.0	999999.0  	999999.00	999999.00	5.6     	86.8         	341        	676      	1.026133
122       	836.6   	11.1    	999999	2.6     	196   	0.7       	2.5       	1658   	1658      	-113.985073  	46.860098    	999999.0	999999.0  	999999.00	999999.00	5.6     	86.6         	345        	681      	1.025516
123       	836.1   	11.1    	999999	2.7     	197   	0.8       	2.6       	1664   	1663      	-113.985053  	46.860125    	999999.0	999999.0  	999999.00	999999.00	5.6     	86.4         	348        	687      	1.024899
124       	835.5   	11.1    	999999	2.8     	198   	0.9       	2.7       	1669   	1669      	-113.985033  	46.860152    	999999.0	999999.0  	999999.00	999999.00	5.6     	86.2         	350        	693      	1.024282
125       	834.9   	11.0    	999999	2.9     	199   	0.9       	2.7       	1675   	1675      	-113.985013  	46.860179    	999999.0	999999.0  	999999.00	999999.00	5.6     	86.0         	353        	699      	1.023666
126       	834.4   	11.0    	999999	2.9     	199   	1.0       	2.7       	1680   	1680      	-113.984994  	46.860207    	999999.0	999999.0  	999999.00	999999.00	5.6     	85.8         	355        	705      	1.023051
127       	833.8   	11.0    	999999	3.1     	200   	1.1       	2.9       	1686   	1686      	-113.984974  	46.860234    	999999.0	999999.0  	999999.00	999999.00	5.6     	85.6         	357        	711      	1.022435
128       	833.2   	11.0    	999999	3.2     	201   	1.1       	3.0       	1692   	1692      	-113.984954  	46.860261    	999999.0	999999.0  	999999.00	999999.00	5.6     	85.4         	358        	716      	1.021820
129       	832.7   	11.0    	999999	3.3     	201   	1.2       	3.1       	1697   	1697      	-113.984934  	46.860288    	999999.0	999999.0  	999999.00	999999.00	5.6     	85.2         	360        	722      	1.021205
130       	832.1   	10.9    	999999	3.4     	202   	1.3       	3.2       	1703   	1703      	-113.984914  	46.860315    	999999.0	999999.0  	999999.00	999999.00	5.6     	85.0         	001        	728      	1.020590
131       	831.6   	10.9    	69    	3.4     	203   	1.3       	3.1       	1709   	1708      	-113.984894  	46.860343    	5.4     	12.1      	230.34   	498.59   	5.6     	84.8         	003        	734      	1.019985
132       	831.0   	10.9    	69    	3.4     	204   	1.4       	3.1       	1714   	1714      	-113.984874  	46.860370    	5.4     	12.1      	230.20   	499.34   	5.6     	84.6         	004        	740      	1.019350
133       	830.4   	10.9    	69    	3.5     	205   	1.5       	3.2       	1720   	1720      	-113.984854  	46.860397    	5.4     	12.0      	230.05   	500.07   	5.6     	84.4         	005        	746      	1.018693
134       	829.9   	10.9    	69    	3.5     	206   	1.5       	3.2       	1726   	1725      	-113.984834  	46.860424    	5.3     	12.0      	229.90   	500.82   	5.6     	84.2         	006        	752      	1.018036
135       	829.3   	10.9    	69    	3.5     	206   	1.6       	3.1       	1731   	1731      	-113.984814  	46.860451    	5.3     	12.0      	229.75   	501.55   	5.6     	84.0         	007        	758      	1.017380
136       	828.7   	10.9    	68    	3.6     	207   	1.7       	3.2       	1737   	1737      	-113.984794  	46.860479    	5.3     	12.0      	229.60   	502.28   	5.6     	83.8         	007        	764      	1.016724
137       	828.2   	10.9    	68    	3.6     	208   	1.7       	3.2       	1743   	1742      	-113.984774  	46.860506    	5.3     	12.0      	229.45   	503.03   	5.6     	83.7         	008        	770      	1.016068
138       	827.6   	10.8    	68    	3.7     	209   	1.8       	3.2       	1748   	1748      	-113.984755  	46.860533    	5.3     	12.0      	229.31   	503.76   	5.6     	83.5         	009        	776      	1.015413
139       	827.1   	10.8    	68    	3.7     	210   	1.8       	3.2       	1754   	1754      	-113.984735  	46.860560    	5.2     	12.0      	229.16   	504.50   	5.6     	83.3         	010        	782      	1.014763
140       	826.5   	10.8    	68    	3.8     	211   	1.9       	3.3       	1759   	1759      	-113.984708  	46.860587    	5.2     	12.0      	229.01   	505.24   	5.6     	83.1         	010        	788      	1.014113
