Time [mm:ss]	T [°C]    	U [%r H]	Tu Cap [°C]
08:09.6     	16.99     	--      	--
08:09.7     	16.99     	--      	--
08:10.6     	16.74     	62.1    	16.74
08:11.5     	16.63     	63.9    	16.74
08:12.4     	16.52     	65.8    	16.74
08:13.3     	16.66     	63.1    	16.74
08:14.2     	16.26     	61.1    	16.71
08:15.2     	15.89     	61.7    	16.66
08:16.1     	15.66     	63.8    	16.61
08:16.9     	15.83     	64.4    	16.58
08:17.8     	16.07     	66.7    	16.56
08:18.7     	16.27     	65.3    	16.55
08:19.6     	16.13     	61.3    	16.51
08:20.5     	15.78     	61.5    	16.46
08:21.4     	15.54     	62.2    	16.41
08:22.7     	15.31     	62.8    	16.35
08:23.4     	15.31     	62.8    	16.41
08:23.6     	--        	--      	16.29
08:24.5     	--        	--      	16.18
08:24.7     	--        	--      	16.18
08:25.4     	15.78     	--      	--
08:25.9     	15.38     	--      	--
08:26.8     	15.53     	--      	--
08:27.7     	15.90     	--      	--
08:28.6     	16.12     	65.0    	--
08:29.7     	16.33     	61.1    	--
08:30.6     	16.33     	61.2    	16.06
08:31.5     	15.90     	61.3    	16.05
08:32.6     	15.69     	61.3    	16.06
08:33.7     	15.69     	--      	16.07
08:34.4     	--        	--      	16.07
08:34.6     	--        	--      	--
08:34.8     	16.54     	63.9    	16.15
08:35.7     	16.42     	63.1    	16.17
08:36.7     	16.43     	65.2    	16.21
08:37.6     	16.65     	65.8    	16.25
08:38.5     	16.70     	62.9    	16.28
08:39.3     	16.53     	62.6    	16.31
08:40.2     	16.45     	63.3    	16.33
08:41.1     	16.40     	64.2    	16.35
08:42.0     	16.50     	65.8    	16.38
08:42.9     	16.76     	66.9    	16.42
08:43.8     	16.99     	68.3    	16.48
08:44.7     	17.04     	61.1    	16.51
08:45.6     	16.48     	62.8    	16.51
08:46.6     	16.49     	63.4    	16.52
08:47.4     	16.13     	61.3    	16.50
08:48.3     	15.86     	61.9    	16.47
08:49.2     	15.77     	63.0    	16.44
08:50.1     	15.77     	63.0    	16.40
08:51.0     	15.80     	62.9    	16.37
08:51.9     	15.83     	63.3    	16.34
08:52.7     	15.89     	62.4    	16.32
08:53.6     	15.90     	63.3    	16.29
08:54.5     	15.96     	63.9    	16.27
08:55.4     	16.04     	65.0    	16.26
08:56.4     	16.16     	65.1    	16.26
08:57.3     	16.31     	67.3    	16.27
08:58.2     	16.58     	67.4    	16.30
08:59.1     	16.67     	66.7    	16.33
08:59.7     	16.75     	66.1    	16.33
09:00.0     	16.78     	67.9    	16.36
09:00.8     	16.89     	67.5    	16.41
09:01.7     	17.02     	65.5    	16.45
09:02.6     	16.85     	62.8    	16.48
09:03.5     	16.64     	62.2    	16.49
09:04.4     	16.45     	62.7    	16.50
09:05.3     	16.34     	62.9    	16.49
09:06.2     	16.21     	62.7    	16.48
09:07.1     	16.15     	64.4    	16.47
09:08.1     	16.29     	66.1    	16.47
09:08.9     	16.46     	64.8    	16.48
09:09.8     	16.53     	63.8    	16.49
09:10.7     	16.51     	63.8    	16.49
09:11.6     	16.69     	68.1    	16.53
09:12.5     	17.01     	66.1    	16.56
09:13.4     	16.91     	61.7    	16.58
09:14.2     	16.72     	63.0    	16.60
09:15.1     	16.74     	64.5    	16.63
09:16.1     	16.76     	61.0    	16.64
09:16.9     	16.30     	60.4    	16.61
09:17.8     	16.01     	61.1    	16.57
09:18.7     	15.89     	62.1    	16.54
09:19.7     	15.84     	62.0    	16.49
09:20.6     	15.68     	62.0    	16.42
09:21.5     	15.60     	61.9    	16.36
09:22.3     	15.55     	62.4    	16.31
09:23.2     	15.58     	62.1    	16.26
09:24.6     	15.61     	61.9    	16.20
09:25.5     	15.61     	61.6    	16.14
09:26.4     	--        	61.0    	16.14
09:26.6     	--        	61.0    	--
09:26.8     	15.46     	--      	--
09:27.7     	15.48     	--      	--
09:28.6     	15.51     	62.9    	--
09:29.7     	15.54     	62.8    	--
09:30.6     	15.54     	62.9    	15.88
09:31.7     	--        	63.1    	15.84
09:32.6     	--        	63.1    	15.81
09:33.6     	--        	--      	15.78
09:33.7     	--        	--      	15.78
09:34.6     	--        	--      	--
09:34.9     	15.80     	--      	--
09:35.7     	16.12     	--      	--
09:36.6     	16.03     	62.0    	--
09:37.7     	15.94     	61.9    	--
09:38.6     	15.94     	63.5    	15.84
09:39.5     	--        	64.3    	15.84
09:40.7     	--        	65.2    	15.85
09:41.6     	--        	65.2    	15.85
09:42.5     	--        	63.6    	15.85
09:43.4     	--        	62.9    	15.85
09:43.8     	15.86     	62.9    	15.86
09:44.7     	15.79     	--      	15.86
09:45.6     	15.91     	62.8    	15.85
09:46.5     	15.85     	61.6    	15.85
09:47.4     	15.77     	61.6    	15.84
09:48.3     	15.72     	61.8    	15.83
09:49.1     	15.68     	62.0    	15.82
09:50.1     	15.62     	61.8    	15.80
09:51.0     	15.52     	61.9    	15.78
09:51.9     	15.48     	63.1    	15.76
09:52.8     	15.51     	63.1    	15.74
09:53.7     	15.56     	62.6    	15.73
09:54.6     	15.56     	62.3    	15.71
09:55.5     	15.49     	62.1    	15.70
09:56.4     	15.45     	62.3    	15.68
09:57.2     	15.44     	62.5    	15.67
09:58.1     	15.55     	65.1    	15.66
09:59.0     	15.68     	62.7    	15.66
10:00.0     	15.73     	63.7    	15.66
10:00.9     	15.87     	66.7    	15.69
10:01.8     	16.13     	64.4    	15.72
