alt,u,v,temp,bv2
13144,5.02140311746157,-0.0453084903940821,2.39236111111105,0.000335865846973953
13149,5.12887237433616,-0.22188201705641,2.39819694868233,0.00050429531256485
13155,5.04628965291643,-0.272429527158558,2.40387811634344,0.00050451135597248
13160,4.96369581166555,-0.322975522709938,2.40954356846468,0.000336672732176581
13165,4.89164666609806,-0.595039939805428,2.41505524861874,0.000336875059611112
13170,4.80821385698724,-0.643932888051564,2.42055172413789,0.000505812121822875
13176,4.72481251258198,-0.692693701829278,2.4260330578512,0.000506029467087539
13181,4.64471198089423,-0.957119534069466,2.4313617606602,0.000337686807030938
13186,4.56049799951744,-1.00421436588031,2.43667582417577,0.000507032154686158
13191,4.56250338781586,-1.21695616714154,2.44183813443068,0.000507250549928339
13197,4.38850872727997,-1.30794786489686,2.44698630136981,0.000338502475938421
13202,4.38474224046855,-1.51602533044138,2.45212038303688,0.00050825808728853
13207,4.2991949028171,-1.56009894206913,2.45724043715841,0.000508477540134807
13213,4.19979426106436,-1.80715452203478,2.46234652114592,0.000339322094818063
13218,4.11373736502698,-1.84986369538569,2.46743869209803,0.000339527620085571
13223,4.09932096204928,-2.04979967624788,2.47251700680265,0.000509798864941115
13228,3.92131309621361,-2.13162845864685,2.47758152173906,0.000510019650630741
13234,3.90160980949589,-2.32646903892587,2.48263229307999,0.000340352216910437
13239,3.81438726402091,-2.36605473482686,2.48753387533868,0.000511038229437013
13244,3.6973428014946,-2.59483424046019,2.49242219215149,0.00279603993475461
13250,3.60970823259955,-2.63299697599902,2.39729729729723,0.00261985402962431
13255,3.58026874676908,-2.81892947581791,2.40215924426444,0.000341388612587747
13260,3.49212256694765,-2.85549057544266,2.4070080862533,0.000512595934954877
13265,3.3107412382902,-2.92804306272197,2.41184387617759,0.000512819150554947
13271,3.2227036115388,-2.96475639241941,2.4166666666666,0.000342222284717563
13276,3.13480964212913,-3.00148816224333,2.42147651006704,0.00034243133933546
13281,3.04705909073346,-3.03823554213106,2.42640750670234,0.000514163165654895
13286,2.86592149022378,-3.11095041445615,2.43132530120474,0.00279385658001615
13292,2.77828727300821,-3.14784113858335,2.33622994652399,0.00261665395234409
13297,2.69079805887041,-3.1847416633402,2.34112149532702,0.000515423867201741
13302,2.60313312124843,-3.2216267534443,2.34599999999992,0.000515649553048604
13307,2.51545302222823,-3.25850905181697,2.350998668442,0.000344113016268368
13313,2.28498677182863,-3.20617245789149,2.3559840425531,0.000344324387978078
13318,2.19775720776875,-3.24465776245333,2.36095617529872,0.00279159038715516
13323,2.1104992213095,-3.28327224857896,2.2659151193633,0.00278495617210486
13328,2.02306599384502,-3.32186536005603,2.27086092715222,0.00034517247791835
13334,1.8429003990244,-3.39791613496958,2.27592592592583,0.000345385153584781
13339,1.75527925484531,-3.43648220101345,2.28097754293254,0.000518602835683677
13344,1.6676446614808,-3.47504535041695,2.28601583113448,0.000518831314649977
13349,1.53391156440069,-3.4023463027021,2.29104084321467,0.0026151579001594
13355,1.44675914572537,-3.44249234620219,2.19605263157887,0.00260933201934294
13360,1.26754336899345,-3.52170868275975,2.20118265440203,0.000520207070559751
13365,1.18036525557538,-3.56184909777847,2.20629921259835,0.000520436965570543
13370,1.04847631338819,-3.49952499438782,2.21140235910871,0.000347311093825504
13376,1.00684458979787,-3.39891799456729,2.21649214659679,0.00261120732027489
13381,0.963276730489221,-3.29910307981902,2.12156862745091,0.00277948531275461
13386,0.866367708103786,-3.10106134676691,2.12663185378584,0.000522052585508899
13392,0.73010379279861,-3.05237706038698,2.13181225554101,0.00034839037047268
13397,0.680288612035369,-2.95764167254463,2.13697916666661,0.00260707332896428
13402,0.543083504322942,-2.91536710554389,2.04213263979187,0.00277591827728122
13407,0.432710218276028,-2.73280015293871,2.04727272727266,0.000523678267596482
13413,0.377307899302274,-2.64339581348735,2.05252918287931,0.00260275179701244
13418,0.238261179695844,-2.61236928594855,1.95777202072532,0.00259699994702547
13423,0.180614476282177,-2.52636113728651,1.96300129366099,0.000525079883090746
13428,-0.022129296801749,-2.41842034532154,1.96821705426349,0.000525314106127926
13434,-0.0831335055011095,-2.33700348354006,1.97341935483863,0.00259867778542425
13439,-0.145539867699719,-2.25660985805715,1.87873711340198,0.00259295028357382
13444,-0.353204280015293,-2.16583896218196,1.8840411840411,0.00052672450367904
13449,-0.418703444931855,-2.09016756067893,1.88933161953719,0.000526960196580126
13454,-0.628381877668907,-2.01286170533786,1.89460847240042,0.0025946342841057
13459,-0.696504068764708,-1.94203302965559,1.79999999999992,0.00258893096865597
13464,-0.834032842567258,-1.94548605562215,1.8053777208706,0.000352110620834274
13469,-0.977934518794261,-1.81232063012736,1.81074168797947,0.000528711698790778
13474,-0.908353146030071,-1.73668948677379,1.81609195402292,0.00276679497084286
13480,-0.917050276030745,-1.59405985614387,1.72155612244891,0.00258494190662298
13485,-0.913062121893094,-1.59377759559586,1.72700636942668,0.000353219980498983
13490,-0.925575737950213,-1.45015960760173,1.73244274809154,0.000353442691796745
13495,-0.921703217048883,-1.44972064292484,1.7378653113087,0.00276386645720259
13500,-0.854873506415945,-1.37144620870093,1.64327411167506,0.00275742180201528
13505,-0.87273895330214,-1.22581148225649,1.64866920152085,0.000354336352555353
13510,-0.868826113508998,-1.22513279830943,1.65405063291134,0.000354560474308601
13515,-0.803233699479676,-1.14568895470831,1.6595448798988,0.00258246093574135
13520,-0.826268746701097,-0.998248293039662,1.5650252525252,0.00275455129501694
13526,-0.822108683535957,-0.997518368805653,1.57049180327863,0.000532972514669623
