alt_of_detection_km,lat_of_detection,lon_of_detection,vert_wavelength_km,horiz_wavelength_km,propagation_dir,axial_ratio,int_vert_group_vel_ms,int_horiz_group_vel_ms,int_vert_phase_spd_ms,int_horiz_phase_spd_ms,degreeofpolarization,stokes_param_Q
13.55,46.646326,-113.533885,0.906964297222914,64.980016730738,-10.1664103777708,2.34541828849398,-0.0285670492045681,2.04670386799627,0.0349138903606503,2.50142721903926,0.952017872270845,0.602273958268297
20.2775,46.66051,-113.3906,2.85487247146325,1323.2565043696,11.9434682067541,1.04425640525737,-0.0040595585801022,1.88163826919959,0.0489307199504249,22.6797848538225,0.961474510139879,5.40024142457037
20.93,46.663947,-113.394166,0.251453030010338,2.88112376854387,19.3195421113036,6.63732949724878,-0.0267710982563255,0.306740576930616,0.0273928990048958,0.313865107965023,0.989389866717089,0.0659649158380634
22.445,46.660095,-113.401698,0.889989064825763,74.0178114486936,157.770794326166,1.55913889741713,-0.013406060435289,1.11494319737881,0.0227749389876817,1.89412567678655,0.917209665272733,0.63376093909702
24.345,46.66166,-113.44278,0.571458719607559,67.258523660502,120.073019487872,1.39530619558779,-0.00636499028607406,0.749135213211496,0.0130870611477295,1.54029745570332,0.931563660630395,0.400014297999547
29.665,46.669152,-113.585295,0.528162143044531,41.2796707860735,46.7712332974158,1.50795745280922,-0.0073234113282883,0.572377275887519,0.0130720621010347,1.02167568640057,0.949724577777065,0.15657430192082
13.55,46.646,-113.53,0.90696,62.969,-10.166,2.3454,-0.029479,2.0467,0.036029,2.5014,0.95202,0.60227
20.277,46.661,-113.39,2.8549,1282.3,11.943,1.0443,-0.0041892,1.8816,0.050493,22.68,0.96147,5.4002
20.93,46.664,-113.39,0.25145,2.792,19.32,6.6373,-0.027626,0.30674,0.028268,0.31387,0.98939,0.065965
22.445,46.66,-113.4,0.88999,71.728,157.77,1.5591,-0.013834,1.1149,0.023502,1.8941,0.91721,0.63376
24.345,46.662,-113.44,0.57146,65.177,120.07,1.3953,-0.0065682,0.74914,0.013505,1.5403,0.93156,0.40001
29.665,46.669,-113.59,0.52816,40.002,46.771,1.508,-0.0075573,0.57238,0.013489,1.0217,0.94972,0.15657
