Time [sec]	P [hPa]	T [°C]	Hu [%]	Ws [m/s]	Wd [°]	Ws U [m/s]	Ws V [m/s]	Alt [m]	Geopot [m]	Lon [°]    	Lat [°]  	Dew [°C]	Vi Te [°C]	RI    	MRI    	Rs [m/s]	Elevation [°]	Azimuth [°]	Range [m]	D [kg/m3]
0         	911.0  	13.9  	77    	0.4     	315   	0.3       	-0.3      	978    	978       	-113.995400	46.846000	9.9     	15.4      	249.76	403.31 	0.0     	0.0          	208        	1714     	1.105806
1         	910.4  	13.8  	75    	0.4     	310   	0.3       	-0.3      	984    	984       	-113.994709	46.846898	9.5     	15.3      	249.56	404.00 	5.7     	0.2          	208        	1602     	1.105291
2         	909.8  	13.8  	73    	0.4     	305   	0.3       	-0.2      	989    	989       	-113.994019	46.847796	9.0     	15.2      	249.36	404.68 	5.7     	0.4          	208        	1489     	1.104776
3         	909.2  	13.7  	71    	0.5     	299   	0.4       	-0.2      	995    	995       	-113.993328	46.848694	8.6     	15.1      	249.15	405.37 	5.7     	0.7          	208        	1376     	1.104262
4         	908.6  	13.7  	69    	0.5     	293   	0.5       	-0.2      	1001   	1001      	-113.992638	46.849592	8.1     	15.0      	248.95	406.06 	5.7     	1.0          	208        	1263     	1.103748
5         	907.9  	13.6  	67    	0.5     	286   	0.5       	-0.1      	1006   	1006      	-113.991947	46.850490	7.6     	14.9      	248.75	406.74 	5.7     	1.4          	207        	1150     	1.103234
6         	907.3  	13.5  	65    	0.5     	280   	0.5       	-0.1      	1012   	1012      	-113.991257	46.851388	7.1     	14.8      	248.55	407.43 	5.7     	1.9          	207        	1038     	1.102720
7         	906.7  	13.5  	63    	0.5     	273   	0.5       	0.0       	1018   	1018      	-113.990566	46.852286	6.6     	14.7      	248.34	408.12 	5.7     	2.5          	207        	925      	1.102198
8         	906.1  	13.4  	63    	0.6     	267   	0.6       	0.0       	1023   	1023      	-113.989876	46.853184	6.6     	14.6      	248.24	408.91 	5.7     	3.2          	207        	813      	1.101676
9         	905.5  	13.4  	64    	0.6     	261   	0.6       	0.1       	1029   	1029      	-113.989185	46.854083	6.7     	14.5      	248.13	409.69 	5.7     	4.2          	207        	700      	1.101155
10        	904.9  	13.3  	64    	0.6     	256   	0.6       	0.1       	1035   	1035      	-113.988495	46.854981	6.7     	14.5      	248.03	410.48 	5.7     	5.6          	207        	588      	1.100633
11        	904.3  	13.3  	64    	0.6     	251   	0.6       	0.2       	1040   	1040      	-113.987804	46.855879	6.7     	14.4      	247.93	411.27 	5.7     	7.6          	207        	477      	1.100113
12        	903.7  	13.2  	65    	0.6     	247   	0.6       	0.2       	1046   	1046      	-113.987114	46.856777	6.7     	14.4      	247.83	412.05 	5.7     	10.8         	207        	366      	1.099592
13        	903.1  	13.1  	65    	0.7     	243   	0.6       	0.3       	1052   	1052      	-113.986423	46.857675	6.7     	14.3      	247.72	412.84 	5.7     	16.7         	206        	258      	1.099072
14        	902.5  	13.1  	65    	0.7     	239   	0.6       	0.4       	1057   	1057      	-113.985733	46.858573	6.7     	14.3      	247.62	413.63 	5.7     	30.7         	205        	156      	1.098552
15        	901.9  	13.0  	65    	0.7     	236   	0.6       	0.4       	1063   	1063      	-113.985042	46.859471	6.7     	14.2      	247.52	414.41 	5.7     	75.5         	190        	88       	1.098033
16        	901.3  	13.0  	66    	0.7     	233   	0.6       	0.4       	1069   	1069      	-113.984760	46.859830	6.7     	14.2      	247.42	415.20 	5.7     	74.5         	044        	95       	1.097514
17        	900.6  	12.9  	66    	0.7     	231   	0.5       	0.4       	1074   	1074      	-113.984748	46.859834	6.7     	14.1      	247.32	416.00 	5.7     	74.9         	045        	100      	1.096995
18        	900.0  	12.9  	66    	0.8     	228   	0.6       	0.5       	1080   	1080      	-113.984736	46.859837	6.7     	14.0      	247.21	416.77 	5.6     	75.2         	046        	106      	1.096477
19        	899.5  	12.8  	66    	0.8     	226   	0.6       	0.6       	1085   	1085      	-113.984724	46.859841	6.7     	14.0      	247.10	417.47 	5.1     	75.4         	046        	111      	1.095932
20        	898.9  	12.8  	67    	0.8     	224   	0.6       	0.6       	1090   	1090      	-113.984712	46.859845	6.7     	14.0      	246.99	418.15 	5.1     	75.5         	047        	116      	1.095388
21        	898.4  	12.8  	67    	0.8     	223   	0.5       	0.6       	1095   	1095      	-113.984699	46.859848	6.7     	14.0      	246.88	418.84 	5.1     	75.7         	048        	121      	1.094843
22        	897.9  	12.7  	67    	0.8     	221   	0.5       	0.6       	1100   	1100      	-113.984687	46.859852	6.7     	13.9      	246.76	419.52 	5.1     	75.9         	048        	127      	1.094300
23        	897.3  	12.7  	67    	0.9     	220   	0.6       	0.7       	1106   	1105      	-113.984675	46.859856	6.7     	13.9      	246.65	420.21 	5.1     	76.0         	049        	132      	1.093756
24        	896.8  	12.7  	67    	0.9     	219   	0.6       	0.7       	1111   	1111      	-113.984663	46.859859	6.7     	13.9      	246.53	420.89 	5.1     	76.1         	049        	137      	1.093213
25        	896.2  	12.6  	67    	0.9     	218   	0.5       	0.7       	1116   	1116      	-113.984651	46.859863	6.7     	13.8      	246.41	421.58 	5.1     	76.2         	050        	142      	1.092669
26        	895.7  	12.6  	67    	0.9     	216   	0.5       	0.7       	1121   	1121      	-113.984639	46.859866	6.7     	13.8      	246.30	422.27 	5.1     	76.3         	050        	147      	1.092126
27        	895.1  	12.6  	67    	0.9     	216   	0.5       	0.7       	1126   	1126      	-113.984626	46.859870	6.7     	13.8      	246.18	422.95 	5.1     	76.4         	051        	153      	1.091583
28        	894.6  	12.5  	67    	1.0     	215   	0.6       	0.8       	1131   	1131      	-113.984614	46.859874	6.7     	13.7      	246.07	423.64 	5.1     	76.5         	051        	158      	1.091041
29        	894.1  	12.5  	68    	1.0     	214   	0.6       	0.8       	1136   	1136      	-113.984602	46.859877	6.7     	13.7      	245.95	424.32 	5.1     	76.6         	052        	163      	1.090498
30        	893.5  	12.5  	68    	1.0     	213   	0.5       	0.8       	1141   	1141      	-113.984590	46.859881	6.7     	13.7      	245.84	425.01 	5.1     	76.7         	052        	168      	1.089956
31        	893.0  	12.4  	68    	1.0     	215   	0.6       	0.8       	1146   	1146      	-113.984578	46.859885	6.7     	13.6      	245.73	425.70 	5.1     	76.8         	052        	173      	1.089431
32        	892.4  	12.4  	68    	1.0     	216   	0.6       	0.8       	1151   	1151      	-113.984566	46.859888	6.6     	13.6      	245.62	426.37 	5.1     	76.8         	053        	178      	1.088925
33        	891.9  	12.4  	68    	1.0     	218   	0.6       	0.8       	1156   	1156      	-113.984554	46.859892	6.6     	13.5      	245.51	427.07 	5.1     	76.9         	053        	184      	1.088420
34        	891.3  	12.3  	68    	1.0     	219   	0.6       	0.8       	1162   	1162      	-113.984541	46.859896	6.6     	13.5      	245.40	427.76 	5.1     	76.9         	053        	189      	1.087914
35        	890.8  	12.3  	68    	1.0     	221   	0.7       	0.8       	1167   	1167      	-113.984529	46.859899	6.6     	13.5      	245.29	428.45 	5.1     	77.0         	054        	194      	1.087409
36        	890.3  	12.2  	68    	1.0     	223   	0.7       	0.7       	1172   	1172      	-113.984517	46.859903	6.5     	13.4      	245.18	429.13 	5.1     	77.1         	054        	199      	1.086905
37        	889.7  	12.2  	68    	1.0     	225   	0.7       	0.7       	1177   	1177      	-113.984505	46.859907	6.5     	13.4      	245.07	429.82 	5.1     	77.1         	054        	204      	1.086399
38        	889.2  	12.2  	68    	1.0     	227   	0.7       	0.7       	1182   	1182      	-113.984493	46.859910	6.4     	13.3      	244.96	430.51 	5.1     	77.1         	054        	210      	1.085895
39        	888.6  	12.1  	68    	1.0     	228   	0.7       	0.7       	1187   	1187      	-113.984481	46.859914	6.4     	13.3      	244.84	431.20 	5.1     	77.2         	055        	215      	1.085390
40        	888.1  	12.1  	68    	1.0     	230   	0.8       	0.6       	1192   	1192      	-113.984468	46.859918	6.4     	13.2      	244.73	431.89 	5.1     	77.2         	055        	220      	1.084886
41        	887.6  	12.0  	68    	1.0     	232   	0.8       	0.6       	1197   	1197      	-113.984456	46.859921	6.3     	13.2      	244.62	432.58 	5.1     	77.3         	055        	225      	1.084381
42        	887.0  	12.0  	68    	1.0     	234   	0.8       	0.6       	1202   	1202      	-113.984444	46.859925	6.3     	13.2      	244.51	433.27 	5.1     	77.3         	055        	230      	1.083878
43        	886.4  	12.0  	68    	1.0     	236   	0.8       	0.6       	1207   	1207      	-113.984432	46.859928	6.2     	13.1      	244.39	433.95 	5.1     	77.4         	056        	236      	1.083321
44        	885.9  	11.9  	68    	1.0     	238   	0.8       	0.5       	1213   	1212      	-113.984420	46.859932	6.2     	13.1      	244.27	434.63 	5.1     	77.4         	056        	241      	1.082769
45        	885.3  	11.9  	68    	1.0     	240   	0.9       	0.5       	1218   	1218      	-113.984408	46.859936	6.2     	13.0      	244.14	435.31 	5.1     	77.4         	056        	246      	1.082217
46        	884.7  	11.8  	68    	1.0     	242   	0.9       	0.5       	1223   	1223      	-113.984391	46.859939	6.1     	13.0      	244.02	436.08 	5.7     	77.4         	056        	252      	1.081666
47        	884.1  	11.8  	68    	1.0     	244   	0.9       	0.4       	1229   	1229      	-113.984370	46.859943	6.1     	12.9      	243.90	436.90 	6.0     	77.4         	057        	258      	1.081115
48        	883.5  	11.7  	68    	1.0     	246   	0.9       	0.4       	1235   	1235      	-113.984350	46.859946	6.0     	12.9      	243.78	437.72 	6.0     	77.3         	058        	264      	1.080565
49        	882.9  	11.7  	68    	1.0     	248   	0.9       	0.4       	1241   	1241      	-113.984330	46.859950	6.0     	12.8      	243.64	438.54 	6.0     	77.3         	058        	270      	1.079945
50        	882.3  	11.7  	68    	1.0     	249   	0.9       	0.4       	1247   	1247      	-113.984309	46.859953	5.9     	12.8      	243.50	439.34 	6.0     	77.3         	058        	277      	1.079325
51        	881.6  	11.6  	68    	1.0     	251   	0.9       	0.3       	1254   	1253      	-113.984289	46.859957	5.9     	12.8      	243.36	440.16 	6.0     	77.2         	059        	283      	1.078706
52        	881.0  	11.6  	68    	1.0     	253   	1.0       	0.3       	1260   	1259      	-113.984268	46.859960	5.9     	12.7      	243.22	440.97 	6.0     	77.2         	059        	289      	1.078088
53        	880.4  	11.5  	68    	1.0     	255   	1.0       	0.3       	1266   	1265      	-113.984248	46.859963	5.8     	12.7      	243.09	441.77 	6.0     	77.2         	060        	295      	1.077469
54        	879.7  	11.5  	68    	1.0     	257   	1.0       	0.2       	1272   	1272      	-113.984228	46.859967	5.8     	12.6      	242.95	442.59 	6.0     	77.2         	060        	302      	1.076851
55        	879.1  	11.5  	68    	1.0     	259   	1.0       	0.2       	1278   	1278      	-113.984207	46.859970	5.7     	12.6      	242.81	443.39 	6.0     	77.1         	061        	308      	1.076233
56        	878.4  	11.4  	68    	1.0     	260   	1.0       	0.2       	1284   	1284      	-113.984187	46.859974	5.7     	12.5      	242.67	444.20 	6.0     	77.1         	061        	314      	1.075622
57        	877.8  	11.4  	68    	1.0     	262   	1.0       	0.1       	1290   	1290      	-113.984167	46.859977	5.6     	12.5      	242.54	445.02 	6.0     	77.1         	061        	320      	1.075021
58        	877.2  	11.3  	68    	1.0     	264   	1.0       	0.1       	1296   	1296      	-113.984146	46.859981	5.6     	12.4      	242.41	445.83 	6.0     	77.0         	062        	326      	1.074420
59        	876.5  	11.3  	68    	1.0     	265   	1.0       	0.1       	1302   	1302      	-113.984126	46.859984	5.5     	12.4      	242.27	446.66 	6.0     	77.0         	062        	333      	1.073820
60        	875.9  	11.2  	68    	1.0     	267   	1.0       	0.1       	1308   	1308      	-113.984106	46.859988	5.5     	12.3      	242.14	447.46 	6.0     	77.0         	062        	339      	1.073221
61        	875.3  	11.2  	68    	1.1     	266   	1.1       	0.1       	1314   	1314      	-113.984085	46.859991	5.4     	12.3      	242.01	448.27 	6.0     	77.0         	062        	345      	1.072621
62        	874.7  	11.1  	68    	1.1     	266   	1.1       	0.1       	1320   	1320      	-113.984065	46.859995	5.4     	12.2      	241.87	449.10 	6.0     	76.9         	063        	351      	1.072021
63        	874.0  	11.1  	68    	1.2     	266   	1.2       	0.1       	1326   	1326      	-113.984045	46.859998	5.3     	12.2      	241.74	449.91 	6.0     	76.9         	063        	358      	1.071422
64        	873.4  	11.0  	68    	1.3     	265   	1.3       	0.1       	1332   	1332      	-113.984024	46.860001	5.3     	12.1      	241.61	450.72 	6.0     	76.9         	063        	364      	1.070823
65        	872.8  	11.0  	68    	1.4     	265   	1.4       	0.1       	1338   	1338      	-113.984004	46.860005	5.3     	12.1      	241.48	451.54 	6.0     	76.9         	063        	370      	1.070224
66        	872.1  	10.9  	68    	1.4     	265   	1.4       	0.1       	1344   	1344      	-113.983984	46.860008	5.2     	12.0      	241.35	452.35 	6.0     	76.8         	064        	376      	1.069626
67        	871.5  	10.9  	68    	1.5     	265   	1.5       	0.1       	1350   	1350      	-113.983963	46.860012	5.2     	12.0      	241.21	453.18 	6.0     	76.8         	064        	383      	1.069027
68        	870.9  	10.9  	68    	1.6     	265   	1.6       	0.2       	1356   	1356      	-113.983943	46.860015	5.1     	11.9      	241.08	453.99 	6.0     	76.8         	064        	389      	1.068429
69        	870.2  	10.8  	68    	1.6     	264   	1.6       	0.2       	1362   	1362      	-113.983922	46.860019	5.1     	11.9      	240.93	454.78 	6.0     	76.8         	064        	395      	1.067734
70        	869.6  	10.8  	68    	1.7     	264   	1.7       	0.2       	1368   	1368      	-113.983902	46.860022	5.1     	11.9      	240.77	455.58 	6.0     	76.8         	065        	401      	1.067021
71        	869.0  	10.8  	68    	1.8     	264   	1.8       	0.2       	1374   	1374      	-113.983882	46.860026	5.1     	11.9      	240.61	456.36 	6.0     	76.7         	065        	407      	1.066308
72        	868.3  	10.8  	68    	1.9     	264   	1.9       	0.2       	1380   	1380      	-113.983861	46.860029	5.1     	11.9      	240.45	457.14 	6.0     	76.7         	065        	414      	1.065595
73        	867.7  	10.8  	68    	1.9     	264   	1.9       	0.2       	1386   	1386      	-113.983841	46.860032	5.1     	11.9      	240.30	457.94 	6.0     	76.7         	065        	420      	1.064880
74        	867.1  	10.8  	68    	2.0     	264   	2.0       	0.2       	1392   	1392      	-113.983821	46.860036	5.0     	11.8      	240.13	458.72 	6.0     	76.7         	065        	426      	1.064166
75        	866.5  	10.7  	67    	2.1     	264   	2.1       	0.2       	1398   	1398      	-113.983800	46.860039	5.0     	11.8      	239.97	459.52 	6.0     	76.7         	065        	432      	1.063453
76        	865.8  	10.7  	67    	2.1     	263   	2.1       	0.2       	1404   	1404      	-113.983773	46.860042	4.9     	11.8      	239.80	460.29 	6.0     	76.6         	066        	439      	1.062740
77        	865.2  	10.7  	67    	2.2     	263   	2.2       	0.3       	1411   	1410      	-113.983707	46.860041	4.9     	11.8      	239.64	461.09 	6.1     	76.2         	067        	446      	1.062027
78        	864.6  	10.7  	67    	2.3     	263   	2.3       	0.3       	1417   	1416      	-113.983640	46.860040	4.8     	11.8      	239.47	461.88 	6.1     	75.8         	068        	453      	1.061315
79        	863.9  	10.7  	67    	2.3     	263   	2.3       	0.3       	1423   	1423      	-113.983574	46.860039	4.8     	11.7      	239.31	462.67 	6.1     	75.4         	069        	460      	1.060599
80        	863.3  	10.7  	67    	2.4     	263   	2.4       	0.3       	1429   	1429      	-113.983508	46.860038	4.8     	11.7      	239.14	463.45 	6.1     	75.1         	070        	467      	1.059884
81        	862.7  	10.6  	67    	2.5     	263   	2.5       	0.3       	1435   	1435      	-113.983442	46.860038	4.7     	11.7      	238.98	464.24 	6.1     	74.7         	071        	474      	1.059165
82        	862.1  	10.6  	67    	2.6     	263   	2.6       	0.3       	1441   	1441      	-113.983376	46.860037	4.7     	11.7      	238.81	465.03 	6.1     	74.3         	072        	481      	1.058435
83        	861.4  	10.6  	66    	2.6     	263   	2.6       	0.3       	1447   	1447      	-113.983310	46.860036	4.6     	11.7      	238.64	465.82 	6.1     	74.0         	072        	488      	1.057706
84        	860.8  	10.6  	66    	2.7     	263   	2.7       	0.3       	1453   	1453      	-113.983244	46.860035	4.6     	11.7      	238.47	466.61 	6.1     	73.7         	073        	495      	1.056978
85        	860.2  	10.6  	66    	2.8     	263   	2.8       	0.4       	1459   	1459      	-113.983178	46.860034	4.6     	11.7      	238.30	467.40 	6.1     	73.3         	074        	503      	1.056249
86        	859.5  	10.6  	66    	2.8     	263   	2.8       	0.4       	1465   	1465      	-113.983111	46.860033	4.5     	11.6      	238.13	468.17 	6.1     	73.0         	074        	510      	1.055521
87        	858.9  	10.6  	66    	2.9     	263   	2.9       	0.4       	1471   	1471      	-113.983045	46.860032	4.5     	11.6      	237.97	468.96 	6.1     	72.7         	075        	517      	1.054794
88        	858.3  	10.6  	66    	3.0     	263   	3.0       	0.4       	1477   	1477      	-113.982979	46.860031	4.5     	11.6      	237.80	469.75 	6.1     	72.4         	075        	524      	1.054067
89        	857.7  	10.6  	66    	3.1     	263   	3.1       	0.4       	1484   	1483      	-113.982913	46.860030	4.4     	11.6      	237.64	470.55 	6.1     	72.1         	076        	532      	1.053341
90        	857.0  	10.5  	66    	3.1     	263   	3.1       	0.4       	1490   	1489      	-113.982847	46.860029	4.4     	11.6      	237.48	471.34 	6.1     	71.8         	076        	539      	1.052615
91        	856.4  	10.5  	66    	3.3     	264   	3.3       	0.4       	1496   	1496      	-113.982781	46.860028	4.4     	11.6      	237.31	472.14 	6.1     	71.5         	077        	546      	1.051890
92        	855.8  	10.5  	66    	3.4     	265   	3.4       	0.3       	1502   	1502      	-113.982715	46.860028	4.4     	11.6      	237.15	472.93 	6.1     	71.2         	077        	554      	1.051165
93        	855.2  	10.5  	66    	3.5     	266   	3.5       	0.3       	1508   	1508      	-113.982649	46.860027	4.3     	11.6      	236.98	473.71 	6.1     	71.0         	077        	561      	1.050440
94        	854.5  	10.5  	66    	3.7     	266   	3.7       	0.2       	1514   	1514      	-113.982582	46.860026	4.3     	11.5      	236.85	474.53 	6.1     	70.7         	078        	568      	1.049828
95        	853.9  	10.4  	65    	3.8     	267   	3.8       	0.2       	1520   	1520      	-113.982516	46.860025	4.2     	11.5      	236.72	475.36 	6.1     	70.4         	078        	576      	1.049257
96        	853.3  	10.4  	65    	3.9     	268   	3.9       	0.1       	1526   	1526      	-113.982450	46.860024	4.2     	11.4      	236.59	476.19 	6.1     	70.2         	078        	583      	1.048686
97        	852.7  	10.3  	65    	4.0     	269   	4.0       	0.1       	1532   	1532      	-113.982384	46.860023	4.1     	11.3      	236.46	477.02 	6.1     	69.9         	079        	590      	1.048115
98        	852.0  	10.3  	65    	4.2     	269   	4.2       	0.0       	1538   	1538      	-113.982318	46.860022	4.1     	11.3      	236.33	477.85 	6.1     	69.7         	079        	598      	1.047545
99        	851.4  	10.2  	65    	4.3     	270   	4.3       	0.0       	1544   	1544      	-113.982252	46.860021	4.0     	11.2      	236.21	478.68 	6.1     	69.4         	079        	605      	1.046974
100       	850.8  	10.2  	65    	4.5     	271   	4.5       	0.0       	1550   	1550      	-113.982186	46.860020	3.9     	11.2      	236.08	479.49 	6.1     	69.2         	080        	613      	1.046404
101       	850.2  	10.1  	65    	4.6     	271   	4.6       	-0.1      	1557   	1556      	-113.982120	46.860019	3.9     	11.1      	235.95	480.32 	6.1     	69.0         	080        	620      	1.045834
102       	849.6  	10.0  	65    	4.7     	272   	4.7       	-0.1      	1563   	1562      	-113.982053	46.860018	3.9     	11.1      	235.83	481.16 	6.1     	68.8         	080        	628      	1.045265
103       	848.9  	10.0  	65    	4.9     	272   	4.9       	-0.2      	1569   	1569      	-113.981987	46.860018	3.8     	11.0      	235.71	481.99 	6.1     	68.5         	080        	635      	1.044697
104       	848.3  	9.9   	65    	5.0     	273   	5.0       	-0.2      	1575   	1575      	-113.981921	46.860017	3.8     	10.9      	235.58	482.83 	6.1     	68.3         	081        	643      	1.044129
105       	847.7  	9.9   	65    	5.1     	273   	5.1       	-0.3      	1581   	1581      	-113.981855	46.860016	3.7     	10.9      	235.46	483.66 	6.1     	68.1         	081        	650      	1.043562
106       	847.1  	9.8   	65    	5.3     	273   	5.3       	-0.3      	1587   	1587      	-113.981789	46.860015	3.7     	10.8      	235.33	484.48 	6.1     	67.9         	081        	658      	1.042987
107       	846.5  	9.8   	65    	5.4     	274   	5.4       	-0.4      	1593   	1593      	-113.981713	46.860014	3.7     	10.8      	235.20	485.30 	6.1     	67.7         	081        	665      	1.042384
108       	845.8  	9.8   	66    	5.5     	274   	5.5       	-0.4      	1599   	1599      	-113.981629	46.860014	3.6     	10.8      	235.07	486.11 	6.0     	67.4         	081        	673      	1.041782
109       	845.2  	9.7   	66    	5.7     	275   	5.7       	-0.5      	1605   	1605      	-113.981546	46.860014	3.6     	10.7      	234.94	486.94 	6.0     	67.1         	082        	681      	1.041184
110       	844.6  	9.7   	66    	5.8     	275   	5.8       	-0.5      	1611   	1611      	-113.981462	46.860014	3.6     	10.7      	234.81	487.75 	6.0     	66.8         	082        	689      	1.040586
111       	844.0  	9.6   	66    	5.9     	275   	5.9       	-0.5      	1617   	1617      	-113.981378	46.860013	3.5     	10.6      	234.68	488.56 	6.0     	66.5         	082        	697      	1.039988
112       	843.4  	9.6   	66    	5.9     	274   	5.9       	-0.4      	1623   	1623      	-113.981295	46.860013	3.5     	10.6      	234.55	489.39 	6.0     	66.2         	082        	705      	1.039391
113       	842.8  	9.5   	66    	5.9     	274   	5.9       	-0.4      	1629   	1629      	-113.981211	46.860013	3.5     	10.5      	234.42	490.20 	6.0     	66.0         	082        	714      	1.038795
114       	842.2  	9.5   	66    	6.0     	274   	6.0       	-0.4      	1635   	1635      	-113.981128	46.860013	3.4     	10.5      	234.29	491.02 	6.0     	65.7         	083        	722      	1.038198
115       	841.6  	9.5   	66    	6.0     	274   	6.0       	-0.4      	1641   	1641      	-113.981044	46.860012	3.4     	10.4      	234.16	491.85 	6.0     	65.4         	083        	730      	1.037602
116       	840.9  	9.4   	66    	6.0     	273   	6.0       	-0.3      	1647   	1647      	-113.980961	46.860012	3.4     	10.4      	234.03	492.66 	6.0     	65.2         	083        	738      	1.037005
117       	840.3  	9.4   	66    	6.1     	273   	6.1       	-0.3      	1653   	1653      	-113.980877	46.860012	3.4     	10.4      	233.91	493.47 	6.0     	64.9         	083        	746      	1.036410
118       	839.7  	9.3   	66    	6.1     	273   	6.1       	-0.3      	1659   	1659      	-113.980793	46.860012	3.3     	10.3      	233.78	494.30 	6.0     	64.7         	083        	754      	1.035814
119       	839.1  	9.3   	66    	6.2     	273   	6.2       	-0.3      	1665   	1665      	-113.980710	46.860012	3.3     	10.3      	233.66	495.12 	6.0     	64.5         	083        	762      	1.035238
120       	838.5  	9.2   	66    	6.2     	272   	6.2       	-0.3      	1671   	1671      	-113.980626	46.860011	3.3     	10.2      	233.53	495.94 	6.0     	64.2         	083        	770      	1.034673
121       	837.9  	9.2   	66    	6.2     	272   	6.2       	-0.2      	1677   	1677      	-113.980543	46.860011	3.3     	10.2      	233.41	496.77 	6.0     	64.0         	084        	779      	1.034107
122       	837.3  	9.1   	66    	6.3     	272   	6.3       	-0.2      	1684   	1683      	-113.980459	46.860011	3.2     	10.1      	233.29	497.60 	6.0     	63.8         	084        	787      	1.033542
123       	836.7  	9.1   	67    	6.3     	272   	6.3       	-0.2      	1690   	1689      	-113.980376	46.860011	3.2     	10.0      	233.17	498.42 	6.0     	63.6         	084        	795      	1.032977
124       	836.1  	9.0   	67    	6.3     	271   	6.3       	-0.2      	1696   	1695      	-113.980292	46.860010	3.2     	10.0      	233.05	499.25 	6.0     	63.3         	084        	803      	1.032412
125       	835.5  	9.0   	67    	6.4     	271   	6.4       	-0.1      	1702   	1701      	-113.980208	46.860010	3.1     	9.9       	232.93	500.08 	6.0     	63.1         	084        	812      	1.031848
126       	834.9  	8.9   	67    	6.4     	271   	6.4       	-0.1      	1708   	1707      	-113.980125	46.860010	3.1     	9.9       	232.81	500.90 	6.0     	62.9         	084        	820      	1.031284
127       	834.2  	8.9   	67    	6.5     	271   	6.5       	-0.1      	1714   	1713      	-113.980041	46.860010	3.1     	9.8       	232.69	501.73 	6.0     	62.7         	084        	828      	1.030719
128       	833.6  	8.8   	67    	6.5     	271   	6.5       	-0.1      	1720   	1719      	-113.979958	46.860009	3.1     	9.8       	232.58	502.57 	6.0     	62.5         	084        	836      	1.030155
129       	833.0  	8.8   	67    	6.5     	270   	6.5       	0.0       	1726   	1725      	-113.979874	46.860009	3.1     	9.7       	232.46	503.40 	6.0     	62.3         	084        	845      	1.029592
130       	832.4  	8.7   	67    	6.6     	270   	6.6       	0.0       	1732   	1732      	-113.979791	46.860009	3.0     	9.7       	232.34	504.22 	6.0     	62.2         	085        	853      	1.029028
131       	831.8  	8.7   	68    	6.5     	270   	6.5       	0.0       	1738   	1738      	-113.979707	46.860009	3.0     	9.6       	232.23	505.06 	6.0     	62.0         	085        	861      	1.028468
132       	831.2  	8.6   	68    	6.5     	270   	6.5       	0.0       	1744   	1744      	-113.979624	46.860009	3.0     	9.6       	232.12	505.89 	6.0     	61.8         	085        	870      	1.027916
133       	830.6  	8.6   	68    	6.5     	269   	6.5       	0.1       	1750   	1750      	-113.979540	46.860008	3.0     	9.5       	232.00	506.72 	6.0     	61.6         	085        	878      	1.027362
134       	830.0  	8.5   	68    	6.5     	269   	6.5       	0.1       	1756   	1756      	-113.979456	46.860008	3.0     	9.5       	231.89	507.57 	6.0     	61.4         	085        	886      	1.026808
135       	829.4  	8.4   	68    	6.5     	269   	6.5       	0.1       	1762   	1762      	-113.979373	46.860008	3.0     	9.4       	231.78	508.39 	6.0     	61.3         	085        	894      	1.026254
136       	828.8  	8.4   	69    	6.4     	269   	6.4       	0.1       	1768   	1768      	-113.979289	46.860008	3.0     	9.4       	231.66	509.22 	6.0     	61.1         	085        	903      	1.025701
137       	828.2  	8.3   	69    	6.4     	269   	6.4       	0.2       	1774   	1774      	-113.979205	46.860010	3.0     	9.3       	231.55	510.07 	6.0     	60.9         	085        	911      	1.025147
138       	827.6  	8.3   	69    	6.4     	268   	6.4       	0.2       	1780   	1780      	-113.979120	46.860013	2.9     	9.3       	231.44	510.91 	6.1     	60.7         	085        	920      	1.024595
139       	827.0  	8.2   	69    	6.4     	268   	6.4       	0.2       	1786   	1786      	-113.979035	46.860017	2.9     	9.2       	231.32	511.76 	6.1     	60.6         	085        	928      	1.024034
140       	826.4  	8.2   	69    	6.4     	268   	6.4       	0.2       	1792   	1792      	-113.978950	46.860021	2.9     	9.1       	231.21	512.60 	6.1     	60.4         	085        	937      	1.023474
141       	825.7  	8.1   	70    	6.3     	268   	6.3       	0.3       	1798   	1798      	-113.978865	46.860025	2.9     	9.1       	231.09	513.44 	6.1     	60.3         	085        	945      	1.022914
142       	825.1  	8.1   	70    	6.3     	267   	6.3       	0.3       	1805   	1804      	-113.978779	46.860029	2.9     	9.0       	230.98	514.28 	6.1     	60.1         	085        	954      	1.022354
143       	824.5  	8.0   	70    	6.3     	267   	6.3       	0.3       	1811   	1810      	-113.978694	46.860032	2.9     	9.0       	230.86	515.13 	6.1     	59.9         	085        	962      	1.021795
144       	823.9  	8.0   	70    	6.3     	267   	6.3       	0.3       	1817   	1816      	-113.978609	46.860036	2.9     	8.9       	230.75	515.97 	6.1     	59.8         	085        	971      	1.021239
145       	823.3  	7.9   	70    	6.3     	267   	6.3       	0.4       	1823   	1823      	-113.978524	46.860040	2.8     	8.9       	230.64	516.82 	6.1     	59.6         	085        	979      	1.020685
146       	822.7  	7.8   	70    	6.2     	267   	6.2       	0.4       	1829   	1829      	-113.978439	46.860044	2.8     	8.8       	230.52	517.66 	6.1     	59.5         	085        	988      	1.020132
147       	822.1  	7.8   	71    	6.2     	266   	6.2       	0.4       	1835   	1835      	-113.978354	46.860048	2.8     	8.8       	230.41	518.51 	6.1     	59.4         	085        	997      	1.019579
