Time [sec]	P [hPa]	T [°C]	Hu [%]	Ws [m/s]	Wd [°]	Ws U [m/s]	Ws V [m/s]	Alt [m]	Geopot [m]	Lon [°]    	Lat [°]  	Dew [°C]	Vi Te [°C]	RI    	MRI    	Rs [m/s]	Elevation [°]	Azimuth [°]	Range [m]	D [kg/m3]
1650      	243.6  	-53.8 	49    	20.1    	299   	17.6      	-9.6      	10793  	10776     	-113.705542	46.776385	-59.3   	-53.8     	90.02 	1784.54	5.5     	22.8         	113        	25255    	0.387083
1651      	243.4  	-53.9 	49    	20.1    	299   	17.6      	-9.6      	10799  	10782     	-113.705309	46.776300	-59.3   	-53.9     	89.97 	1785.35	5.5     	22.8         	113        	25276    	0.386833
1652      	243.2  	-53.9 	49    	20.1    	299   	17.6      	-9.6      	10804  	10787     	-113.705076	46.776215	-59.3   	-53.9     	89.92 	1786.16	5.5     	22.8         	113        	25297    	0.386582
1653      	243.0  	-54.0 	49    	20.1    	299   	17.6      	-9.6      	10810  	10793     	-113.704843	46.776130	-59.4   	-54.0     	89.87 	1786.98	5.5     	22.7         	113        	25318    	0.386331
1654      	242.8  	-54.0 	49    	20.1    	299   	17.6      	-9.6      	10815  	10798     	-113.704610	46.776045	-59.4   	-54.0     	89.82 	1787.79	5.5     	22.7         	113        	25338    	0.386081
1655      	242.6  	-54.1 	49    	20.1    	299   	17.6      	-9.6      	10821  	10804     	-113.704377	46.775960	-59.4   	-54.1     	89.77 	1788.60	5.5     	22.7         	113        	25359    	0.385831
1656      	242.4  	-54.1 	49    	20.1    	299   	17.7      	-9.6      	10826  	10809     	-113.704144	46.775875	-59.5   	-54.1     	89.72 	1789.42	5.5     	22.7         	113        	25380    	0.385581
1657      	242.2  	-54.2 	49    	20.1    	299   	17.7      	-9.6      	10832  	10815     	-113.703911	46.775790	-59.5   	-54.2     	89.67 	1790.23	5.5     	22.7         	113        	25400    	0.385331
1658      	242.0  	-54.2 	49    	20.1    	299   	17.7      	-9.6      	10837  	10820     	-113.703678	46.775705	-59.6   	-54.2     	89.61 	1791.04	5.5     	22.7         	113        	25421    	0.385081
1659      	241.8  	-54.3 	49    	20.1    	299   	17.7      	-9.6      	10843  	10826     	-113.703446	46.775620	-59.6   	-54.2     	89.56 	1791.85	5.5     	22.7         	113        	25442    	0.384831
1660      	241.6  	-54.3 	49    	20.1    	299   	17.7      	-9.6      	10848  	10831     	-113.703213	46.775535	-59.6   	-54.3     	89.50 	1792.65	5.5     	22.7         	113        	25462    	0.384581
1661      	241.4  	-54.3 	49    	20.0    	298   	17.6      	-9.5      	10854  	10836     	-113.702980	46.775450	-59.7   	-54.3     	89.44 	1793.46	5.5     	22.7         	113        	25483    	0.384332
1662      	241.1  	-54.4 	49    	20.0    	298   	17.6      	-9.5      	10859  	10842     	-113.702747	46.775365	-59.7   	-54.4     	89.39 	1794.27	5.5     	22.7         	113        	25504    	0.384082
1663      	240.9  	-54.4 	49    	20.0    	298   	17.6      	-9.5      	10865  	10847     	-113.702514	46.775279	-59.8   	-54.4     	89.33 	1795.07	5.5     	22.7         	113        	25524    	0.383832
1664      	240.7  	-54.5 	49    	20.0    	298   	17.6      	-9.5      	10870  	10853     	-113.702281	46.775194	-59.8   	-54.5     	89.28 	1795.88	5.5     	22.7         	113        	25545    	0.383583
1665      	240.5  	-54.5 	49    	20.0    	298   	17.6      	-9.5      	10876  	10858     	-113.702048	46.775109	-59.9   	-54.5     	89.22 	1796.69	5.5     	22.7         	113        	25566    	0.383333
1666      	240.3  	-54.6 	49    	20.0    	298   	17.6      	-9.5      	10881  	10864     	-113.701815	46.775024	-59.9   	-54.6     	89.16 	1797.50	5.5     	22.7         	113        	25586    	0.383084
1667      	240.1  	-54.6 	49    	20.0    	298   	17.6      	-9.5      	10887  	10869     	-113.701582	46.774939	-60.0   	-54.6     	89.11 	1798.30	5.5     	22.7         	113        	25607    	0.382835
1668      	239.9  	-54.7 	49    	20.0    	298   	17.6      	-9.5      	10892  	10875     	-113.701349	46.774854	-60.0   	-54.7     	89.05 	1799.11	5.5     	22.7         	113        	25628    	0.382586
1669      	239.7  	-54.7 	49    	20.0    	298   	17.6      	-9.5      	10898  	10880     	-113.701116	46.774769	-60.1   	-54.7     	88.99 	1799.92	5.5     	22.6         	113        	25648    	0.382336
1670      	239.5  	-54.7 	49    	20.0    	298   	17.6      	-9.5      	10903  	10886     	-113.700883	46.774684	-60.1   	-54.7     	88.94 	1800.73	5.5     	22.6         	113        	25669    	0.382087
1671      	239.3  	-54.8 	49    	20.1    	298   	17.7      	-9.5      	10909  	10891     	-113.700650	46.774599	-60.2   	-54.8     	88.88 	1801.53	5.5     	22.6         	113        	25690    	0.381838
1672      	239.1  	-54.8 	49    	20.1    	298   	17.7      	-9.5      	10914  	10897     	-113.700417	46.774514	-60.2   	-54.8     	88.83 	1802.35	5.5     	22.6         	113        	25710    	0.381590
1673      	238.9  	-54.9 	49    	20.1    	298   	17.7      	-9.4      	10920  	10902     	-113.700184	46.774429	-60.2   	-54.9     	88.78 	1803.16	5.5     	22.6         	113        	25731    	0.381341
1674      	238.7  	-54.9 	49    	20.2    	298   	17.9      	-9.4      	10925  	10908     	-113.699951	46.774344	-60.3   	-54.9     	88.73 	1803.97	5.5     	22.6         	113        	25752    	0.381094
1675      	238.5  	-55.0 	49    	20.2    	298   	17.9      	-9.4      	10931  	10913     	-113.699718	46.774259	-60.3   	-55.0     	88.68 	1804.77	5.5     	22.6         	113        	25772    	0.380847
1676      	238.3  	-55.0 	49    	20.2    	298   	17.9      	-9.4      	10936  	10919     	-113.699485	46.774174	-60.4   	-55.0     	88.63 	1805.59	5.5     	22.6         	113        	25793    	0.380601
1677      	238.1  	-55.1 	49    	20.3    	298   	18.0      	-9.4      	10942  	10924     	-113.699252	46.774089	-60.4   	-55.1     	88.58 	1806.40	5.5     	22.6         	113        	25814    	0.380354
1678      	237.8  	-55.1 	49    	20.3    	297   	18.0      	-9.4      	10947  	10930     	-113.699008	46.774002	-60.4   	-55.1     	88.53 	1807.23	5.5     	22.6         	113        	25835    	0.380108
1679      	237.6  	-55.2 	49    	20.3    	297   	18.0      	-9.3      	10953  	10935     	-113.698756	46.773915	-60.5   	-55.2     	88.48 	1808.07	5.7     	22.6         	113        	25857    	0.379862
1680      	237.4  	-55.2 	50    	20.4    	297   	18.1      	-9.3      	10959  	10941     	-113.698503	46.773828	-60.5   	-55.2     	88.43 	1808.93	5.7     	22.6         	113        	25880    	0.379616
1681      	237.2  	-55.3 	50    	20.4    	297   	18.2      	-9.3      	10964  	10947     	-113.698251	46.773741	-60.6   	-55.3     	88.38 	1809.78	5.7     	22.6         	113        	25902    	0.379361
1682      	237.0  	-55.3 	50    	20.4    	297   	18.2      	-9.3      	10970  	10953     	-113.697998	46.773654	-60.6   	-55.3     	88.33 	1810.62	5.7     	22.6         	113        	25924    	0.379106
1683      	236.8  	-55.4 	50    	20.5    	297   	18.3      	-9.3      	10976  	10958     	-113.697745	46.773567	-60.6   	-55.4     	88.28 	1811.48	5.7     	22.6         	113        	25946    	0.378851
1684      	236.6  	-55.4 	50    	20.5    	297   	18.3      	-9.3      	10982  	10964     	-113.697493	46.773480	-60.7   	-55.4     	88.23 	1812.32	5.7     	22.6         	113        	25968    	0.378596
1685      	236.4  	-55.5 	50    	20.6    	297   	18.4      	-9.3      	10987  	10970     	-113.697240	46.773392	-60.7   	-55.5     	88.16 	1813.16	5.7     	22.5         	113        	25990    	0.378342
1686      	236.2  	-55.5 	49    	20.6    	297   	18.4      	-9.2      	10993  	10975     	-113.696988	46.773305	-60.8   	-55.5     	88.10 	1814.00	5.7     	22.5         	113        	26012    	0.378088
1687      	235.9  	-55.6 	49    	20.6    	297   	18.4      	-9.2      	10999  	10981     	-113.696735	46.773218	-60.9   	-55.6     	88.03 	1814.83	5.7     	22.5         	113        	26034    	0.377825
1688      	235.7  	-55.6 	49    	20.7    	296   	18.5      	-9.2      	11004  	10987     	-113.696482	46.773131	-60.9   	-55.6     	87.97 	1815.66	5.7     	22.5         	113        	26057    	0.377558
1689      	235.5  	-55.6 	49    	20.7    	296   	18.6      	-9.2      	11010  	10993     	-113.696230	46.773044	-61.0   	-55.6     	87.90 	1816.50	5.7     	22.5         	113        	26079    	0.377291
1690      	235.3  	-55.7 	49    	20.7    	296   	18.6      	-9.1      	11016  	10998     	-113.695977	46.772957	-61.0   	-55.7     	87.83 	1817.33	5.7     	22.5         	114        	26101    	0.377024
1691      	235.1  	-55.7 	49    	20.8    	296   	18.7      	-9.2      	11022  	11004     	-113.695724	46.772870	-61.1   	-55.7     	87.76 	1818.16	5.7     	22.5         	114        	26123    	0.376757
1692      	234.9  	-55.8 	49    	20.9    	296   	18.7      	-9.2      	11027  	11010     	-113.695472	46.772782	-61.1   	-55.8     	87.70 	1818.98	5.7     	22.5         	114        	26145    	0.376491
1693      	234.7  	-55.8 	49    	20.9    	296   	18.7      	-9.2      	11033  	11015     	-113.695219	46.772695	-61.2   	-55.8     	87.63 	1819.83	5.7     	22.5         	114        	26167    	0.376225
1694      	234.5  	-55.8 	49    	21.0    	296   	18.8      	-9.3      	11039  	11021     	-113.694967	46.772608	-61.3   	-55.8     	87.56 	1820.65	5.7     	22.5         	114        	26189    	0.375958
1695      	234.3  	-55.9 	48    	21.1    	296   	18.9      	-9.3      	11045  	11027     	-113.694714	46.772521	-61.3   	-55.9     	87.50 	1821.48	5.7     	22.5         	114        	26212    	0.375692
1696      	234.0  	-55.9 	48    	21.2    	296   	19.0      	-9.4      	11050  	11033     	-113.694461	46.772434	-61.4   	-55.9     	87.43 	1822.33	5.7     	22.5         	114        	26234    	0.375426
1697      	233.8  	-56.0 	48    	21.2    	296   	19.0      	-9.4      	11056  	11038     	-113.694209	46.772347	-61.4   	-56.0     	87.36 	1823.15	5.7     	22.5         	114        	26256    	0.375160
1698      	233.6  	-56.0 	48    	21.3    	296   	19.1      	-9.4      	11062  	11044     	-113.693956	46.772260	-61.5   	-56.0     	87.30 	1823.99	5.7     	22.5         	114        	26278    	0.374895
1699      	233.4  	-56.1 	48    	21.4    	296   	19.2      	-9.5      	11068  	11050     	-113.693704	46.772172	-61.5   	-56.1     	87.24 	1824.83	5.7     	22.5         	114        	26300    	0.374628
1700      	233.2  	-56.1 	48    	21.4    	296   	19.2      	-9.5      	11073  	11055     	-113.693451	46.772085	-61.6   	-56.1     	87.17 	1825.66	5.7     	22.4         	114        	26322    	0.374357
1701      	233.0  	-56.1 	48    	21.5    	296   	19.3      	-9.5      	11079  	11061     	-113.693198	46.771998	-61.6   	-56.1     	87.11 	1826.49	5.7     	22.4         	114        	26344    	0.374085
1702      	232.8  	-56.2 	48    	21.6    	296   	19.4      	-9.6      	11085  	11067     	-113.692946	46.771911	-61.7   	-56.2     	87.04 	1827.34	5.7     	22.4         	114        	26367    	0.373814
1703      	232.6  	-56.2 	48    	21.6    	296   	19.4      	-9.6      	11090  	11073     	-113.692693	46.771824	-61.7   	-56.2     	86.98 	1828.17	5.7     	22.4         	114        	26389    	0.373543
1704      	232.4  	-56.2 	48    	21.7    	296   	19.5      	-9.6      	11096  	11078     	-113.692440	46.771737	-61.8   	-56.2     	86.92 	1829.00	5.7     	22.4         	114        	26411    	0.373272
1705      	232.2  	-56.3 	48    	21.8    	296   	19.5      	-9.7      	11102  	11084     	-113.692188	46.771650	-61.8   	-56.3     	86.85 	1829.85	5.7     	22.4         	114        	26433    	0.373006
1706      	232.0  	-56.3 	48    	21.9    	296   	19.6      	-9.7      	11108  	11090     	-113.691935	46.771563	-61.8   	-56.3     	86.79 	1830.68	5.7     	22.4         	114        	26455    	0.372740
1707      	231.8  	-56.4 	48    	21.9    	296   	19.6      	-9.7      	11113  	11095     	-113.691683	46.771475	-61.9   	-56.4     	86.73 	1831.52	5.7     	22.4         	114        	26477    	0.372475
1708      	231.5  	-56.4 	47    	22.0    	296   	19.7      	-9.7      	11119  	11101     	-113.691430	46.771388	-61.9   	-56.4     	86.66 	1832.36	5.7     	22.4         	114        	26499    	0.372209
1709      	231.3  	-56.4 	47    	22.1    	296   	19.8      	-9.8      	11125  	11107     	-113.691173	46.771298	-62.0   	-56.4     	86.60 	1833.18	5.6     	22.4         	114        	26522    	0.371944
1710      	231.1  	-56.5 	47    	22.1    	296   	19.8      	-9.8      	11130  	11112     	-113.690905	46.771198	-62.0   	-56.5     	86.54 	1833.95	5.3     	22.4         	114        	26545    	0.371679
1711      	230.9  	-56.5 	47    	22.2    	296   	19.9      	-9.9      	11135  	11117     	-113.690637	46.771097	-62.1   	-56.5     	86.49 	1834.75	5.3     	22.4         	114        	26569    	0.371432
1712      	230.8  	-56.5 	47    	22.3    	297   	19.9      	-10.0     	11141  	11123     	-113.690369	46.770997	-62.1   	-56.5     	86.44 	1835.53	5.3     	22.4         	114        	26592    	0.371191
1713      	230.6  	-56.6 	48    	22.3    	297   	19.9      	-10.0     	11146  	11128     	-113.690101	46.770897	-62.1   	-56.6     	86.40 	1836.32	5.3     	22.3         	114        	26616    	0.370953
1714      	230.4  	-56.6 	48    	22.4    	297   	20.0      	-10.1     	11151  	11133     	-113.689833	46.770797	-62.1   	-56.6     	86.35 	1837.12	5.3     	22.3         	114        	26640    	0.370715
1715      	230.2  	-56.7 	48    	22.5    	297   	20.1      	-10.2     	11157  	11139     	-113.689565	46.770697	-62.2   	-56.7     	86.30 	1837.91	5.3     	22.3         	114        	26663    	0.370477
1716      	230.0  	-56.7 	48    	22.5    	297   	20.0      	-10.2     	11162  	11144     	-113.689297	46.770597	-62.2   	-56.7     	86.26 	1838.69	5.3     	22.3         	114        	26687    	0.370239
1717      	229.8  	-56.8 	48    	22.6    	297   	20.1      	-10.3     	11167  	11149     	-113.689028	46.770497	-62.2   	-56.8     	86.21 	1839.48	5.3     	22.3         	114        	26710    	0.370001
1718      	229.6  	-56.8 	48    	22.7    	297   	20.2      	-10.4     	11173  	11154     	-113.688760	46.770396	-62.3   	-56.8     	86.17 	1840.28	5.3     	22.3         	114        	26734    	0.369764
1719      	229.4  	-56.8 	48    	22.7    	297   	20.2      	-10.4     	11178  	11160     	-113.688492	46.770296	-62.3   	-56.8     	86.12 	1841.07	5.3     	22.3         	114        	26757    	0.369526
1720      	229.2  	-56.9 	48    	22.8    	297   	20.2      	-10.5     	11183  	11165     	-113.688224	46.770196	-62.3   	-56.9     	86.07 	1841.85	5.3     	22.3         	114        	26781    	0.369289
1721      	229.0  	-56.9 	48    	22.8    	298   	20.2      	-10.6     	11189  	11170     	-113.687956	46.770096	-62.4   	-56.9     	86.03 	1842.65	5.3     	22.3         	114        	26804    	0.369052
1722      	228.8  	-57.0 	48    	22.9    	298   	20.3      	-10.6     	11194  	11176     	-113.687688	46.769996	-62.4   	-57.0     	85.98 	1843.44	5.3     	22.3         	114        	26828    	0.368815
1723      	228.6  	-57.0 	48    	23.0    	298   	20.3      	-10.7     	11199  	11181     	-113.687420	46.769896	-62.4   	-57.0     	85.94 	1844.23	5.3     	22.3         	114        	26851    	0.368577
1724      	228.4  	-57.1 	48    	23.0    	298   	20.3      	-10.8     	11205  	11186     	-113.687152	46.769795	-62.4   	-57.1     	85.89 	1845.01	5.3     	22.3         	114        	26875    	0.368340
1725      	228.2  	-57.1 	48    	23.1    	298   	20.4      	-10.9     	11210  	11192     	-113.686883	46.769695	-62.5   	-57.1     	85.85 	1845.82	5.3     	22.2         	114        	26898    	0.368087
1726      	228.1  	-57.1 	49    	23.2    	298   	20.5      	-10.9     	11215  	11197     	-113.686615	46.769595	-62.5   	-57.1     	85.80 	1846.60	5.3     	22.2         	114        	26922    	0.367834
1727      	227.9  	-57.2 	49    	23.2    	298   	20.4      	-11.0     	11221  	11202     	-113.686347	46.769495	-62.5   	-57.2     	85.75 	1847.39	5.3     	22.2         	114        	26946    	0.367582
1728      	227.7  	-57.2 	49    	23.3    	298   	20.5      	-11.1     	11226  	11208     	-113.686079	46.769395	-62.5   	-57.2     	85.71 	1848.19	5.3     	22.2         	114        	26969    	0.367329
1729      	227.5  	-57.2 	49    	23.4    	298   	20.6      	-11.2     	11231  	11213     	-113.685811	46.769295	-62.5   	-57.2     	85.66 	1848.98	5.3     	22.2         	114        	26993    	0.367077
1730      	227.3  	-57.3 	49    	23.4    	299   	20.5      	-11.2     	11237  	11218     	-113.685543	46.769194	-62.5   	-57.3     	85.62 	1849.76	5.3     	22.2         	114        	27016    	0.366825
1731      	227.1  	-57.3 	49    	23.4    	299   	20.5      	-11.2     	11242  	11224     	-113.685275	46.769094	-62.5   	-57.3     	85.57 	1850.56	5.3     	22.2         	114        	27040    	0.366573
1732      	226.9  	-57.3 	49    	23.5    	299   	20.6      	-11.3     	11247  	11229     	-113.685007	46.768994	-62.6   	-57.3     	85.52 	1851.35	5.3     	22.2         	114        	27063    	0.366321
1733      	226.7  	-57.4 	49    	23.5    	299   	20.6      	-11.3     	11253  	11234     	-113.684738	46.768894	-62.6   	-57.4     	85.48 	1852.14	5.3     	22.2         	114        	27087    	0.366069
1734      	226.5  	-57.4 	49    	23.5    	299   	20.6      	-11.3     	11258  	11239     	-113.684470	46.768794	-62.6   	-57.4     	85.43 	1852.92	5.3     	22.2         	114        	27110    	0.365818
1735      	226.3  	-57.4 	50    	23.5    	299   	20.6      	-11.3     	11263  	11245     	-113.684202	46.768694	-62.6   	-57.4     	85.39 	1853.72	5.3     	22.2         	114        	27134    	0.365568
1736      	226.1  	-57.5 	50    	23.5    	299   	20.6      	-11.3     	11269  	11250     	-113.683934	46.768593	-62.6   	-57.5     	85.34 	1854.51	5.3     	22.2         	114        	27157    	0.365319
1737      	226.0  	-57.5 	50    	23.5    	299   	20.6      	-11.3     	11274  	11255     	-113.683666	46.768493	-62.6   	-57.5     	85.30 	1855.30	5.3     	22.1         	114        	27181    	0.365079
1738      	225.8  	-57.5 	50    	23.5    	299   	20.6      	-11.3     	11279  	11261     	-113.683398	46.768393	-62.7   	-57.5     	85.24 	1856.09	5.3     	22.1         	114        	27205    	0.364850
1739      	225.6  	-57.6 	50    	23.6    	299   	20.7      	-11.3     	11285  	11266     	-113.683135	46.768285	-62.8   	-57.6     	85.19 	1856.85	5.2     	22.1         	114        	27228    	0.364621
1740      	225.4  	-57.6 	49    	23.6    	299   	20.7      	-11.3     	11290  	11271     	-113.682874	46.768173	-62.8   	-57.6     	85.13 	1857.61	5.2     	22.1         	114        	27252    	0.364391
1741      	225.2  	-57.7 	49    	23.6    	299   	20.7      	-11.3     	11295  	11276     	-113.682614	46.768061	-62.9   	-57.7     	85.07 	1858.37	5.2     	22.1         	114        	27275    	0.364167
1742      	225.0  	-57.7 	49    	23.6    	299   	20.7      	-11.3     	11300  	11282     	-113.682354	46.767949	-62.9   	-57.7     	85.01 	1859.13	5.2     	22.1         	114        	27299    	0.363943
1743      	224.8  	-57.8 	49    	23.6    	299   	20.7      	-11.3     	11305  	11287     	-113.682093	46.767836	-63.0   	-57.8     	84.96 	1859.89	5.2     	22.1         	114        	27322    	0.363719
1744      	224.7  	-57.8 	49    	23.6    	299   	20.7      	-11.3     	11311  	11292     	-113.681833	46.767724	-63.0   	-57.8     	84.90 	1860.66	5.2     	22.1         	114        	27346    	0.363495
1745      	224.5  	-57.9 	49    	23.6    	299   	20.7      	-11.3     	11316  	11297     	-113.681572	46.767612	-63.1   	-57.8     	84.84 	1861.42	5.2     	22.1         	114        	27369    	0.363271
1746      	224.3  	-57.9 	49    	23.7    	299   	20.8      	-11.4     	11321  	11302     	-113.681312	46.767500	-63.2   	-57.9     	84.79 	1862.18	5.2     	22.1         	114        	27393    	0.363048
1747      	224.1  	-57.9 	49    	23.7    	299   	20.8      	-11.4     	11326  	11307     	-113.681051	46.767388	-63.2   	-57.9     	84.73 	1862.94	5.2     	22.1         	114        	27416    	0.362824
1748      	223.9  	-58.0 	49    	23.7    	299   	20.8      	-11.4     	11331  	11313     	-113.680791	46.767276	-63.3   	-58.0     	84.67 	1863.70	5.2     	22.1         	114        	27440    	0.362600
1749      	223.7  	-58.0 	49    	23.7    	299   	20.8      	-11.4     	11337  	11318     	-113.680531	46.767164	-63.3   	-58.0     	84.62 	1864.46	5.2     	22.0         	114        	27463    	0.362378
1750      	223.5  	-58.1 	48    	23.7    	299   	20.8      	-11.4     	11342  	11323     	-113.680270	46.767052	-63.4   	-58.1     	84.56 	1865.22	5.2     	22.0         	114        	27487    	0.362159
1751      	223.4  	-58.1 	48    	23.7    	299   	20.7      	-11.5     	11347  	11328     	-113.680010	46.766940	-63.5   	-58.1     	84.51 	1865.99	5.2     	22.0         	114        	27510    	0.361941
1752      	223.2  	-58.2 	48    	23.7    	299   	20.7      	-11.6     	11352  	11333     	-113.679749	46.766827	-63.5   	-58.2     	84.46 	1866.75	5.2     	22.0         	114        	27534    	0.361722
1753      	223.0  	-58.2 	48    	23.7    	299   	20.6      	-11.7     	11357  	11339     	-113.679489	46.766715	-63.6   	-58.2     	84.41 	1867.52	5.2     	22.0         	114        	27557    	0.361503
1754      	222.8  	-58.3 	48    	23.6    	300   	20.5      	-11.7     	11363  	11344     	-113.679228	46.766603	-63.6   	-58.3     	84.36 	1868.29	5.2     	22.0         	114        	27581    	0.361285
1755      	222.6  	-58.3 	48    	23.6    	300   	20.4      	-11.8     	11368  	11349     	-113.678968	46.766491	-63.7   	-58.3     	84.31 	1869.07	5.2     	22.0         	114        	27604    	0.361066
1756      	222.4  	-58.4 	48    	23.6    	300   	20.4      	-11.9     	11373  	11354     	-113.678708	46.766379	-63.7   	-58.4     	84.26 	1869.83	5.2     	22.0         	114        	27628    	0.360848
1757      	222.3  	-58.4 	48    	23.6    	300   	20.3      	-12.0     	11378  	11359     	-113.678447	46.766267	-63.8   	-58.4     	84.21 	1870.60	5.2     	22.0         	114        	27651    	0.360630
1758      	222.1  	-58.5 	48    	23.6    	301   	20.3      	-12.0     	11384  	11365     	-113.678187	46.766155	-63.8   	-58.5     	84.16 	1871.37	5.2     	22.0         	114        	27675    	0.360412
1759      	221.9  	-58.5 	48    	23.6    	301   	20.2      	-12.1     	11389  	11370     	-113.677926	46.766043	-63.9   	-58.5     	84.11 	1872.13	5.2     	22.0         	114        	27699    	0.360194
1760      	221.7  	-58.6 	48    	23.6    	301   	20.2      	-12.2     	11394  	11375     	-113.677666	46.765930	-63.9   	-58.6     	84.06 	1872.90	5.2     	22.0         	114        	27722    	0.359976
1761      	221.5  	-58.6 	48    	23.6    	301   	20.1      	-12.3     	11399  	11380     	-113.677405	46.765818	-64.0   	-58.6     	84.01 	1873.66	5.2     	21.9         	114        	27746    	0.359758
1762      	221.3  	-58.6 	48    	23.5    	302   	20.0      	-12.3     	11404  	11385     	-113.677145	46.765706	-64.0   	-58.6     	83.95 	1874.43	5.2     	21.9         	114        	27769    	0.359522
1763      	221.2  	-58.7 	48    	23.5    	302   	19.9      	-12.4     	11410  	11391     	-113.676885	46.765594	-64.0   	-58.7     	83.89 	1875.18	5.2     	21.9         	114        	27793    	0.359264
1764      	221.0  	-58.7 	48    	23.5    	302   	19.9      	-12.5     	11415  	11396     	-113.676624	46.765482	-64.1   	-58.7     	83.83 	1875.94	5.2     	21.9         	114        	27816    	0.359005
1765      	220.8  	-58.7 	48    	23.5    	302   	19.8      	-12.6     	11420  	11401     	-113.676364	46.765370	-64.1   	-58.7     	83.78 	1876.72	5.2     	21.9         	114        	27840    	0.358747
1766      	220.6  	-58.7 	48    	23.5    	303   	19.8      	-12.7     	11425  	11406     	-113.676103	46.765258	-64.1   	-58.7     	83.73 	1877.48	5.2     	21.9         	114        	27863    	0.358488
1767      	220.4  	-58.8 	48    	23.5    	303   	19.7      	-12.8     	11430  	11411     	-113.675843	46.765146	-64.1   	-58.7     	83.68 	1878.25	5.2     	21.9         	114        	27887    	0.358230
1768      	220.2  	-58.8 	48    	23.5    	303   	19.7      	-12.9     	11436  	11417     	-113.675582	46.765034	-64.1   	-58.8     	83.63 	1879.02	5.2     	21.9         	114        	27910    	0.357972
1769      	220.1  	-58.8 	48    	23.5    	303   	19.6      	-12.9     	11441  	11422     	-113.675322	46.764921	-64.1   	-58.8     	83.58 	1879.78	5.2     	21.9         	114        	27934    	0.357714
1770      	219.9  	-58.8 	48    	23.5    	304   	19.6      	-13.0     	11446  	11427     	-113.675062	46.764809	-64.1   	-58.8     	83.52 	1880.55	5.2     	21.9         	114        	27957    	0.357457
1771      	219.7  	-58.8 	48    	23.4    	304   	19.5      	-13.0     	11451  	11432     	-113.674813	46.764694	-64.1   	-58.8     	83.48 	1881.26	4.8     	21.9         	114        	27980    	0.357226
1772      	219.6  	-58.9 	48    	23.4    	304   	19.5      	-13.0     	11456  	11436     	-113.674566	46.764579	-64.2   	-58.9     	83.44 	1881.95	4.7     	21.9         	114        	28003    	0.356996
1773      	219.4  	-58.9 	48    	23.4    	304   	19.5      	-13.0     	11460  	11441     	-113.674319	46.764464	-64.2   	-58.9     	83.39 	1882.64	4.7     	21.8         	114        	28025    	0.356766
1774      	219.2  	-58.9 	48    	23.4    	304   	19.5      	-13.0     	11465  	11446     	-113.674072	46.764349	-64.2   	-58.9     	83.35 	1883.33	4.7     	21.8         	114        	28048    	0.356536
1775      	219.1  	-58.9 	49    	23.3    	304   	19.4      	-12.9     	11470  	11450     	-113.673824	46.764233	-64.2   	-58.9     	83.30 	1884.04	4.7     	21.8         	114        	28071    	0.356300
1776      	218.9  	-58.9 	49    	23.3    	304   	19.4      	-12.9     	11474  	11455     	-113.673577	46.764118	-64.2   	-58.9     	83.25 	1884.73	4.7     	21.8         	114        	28093    	0.356064
1777      	218.7  	-59.0 	49    	23.3    	304   	19.4      	-12.9     	11479  	11460     	-113.673330	46.764003	-64.2   	-59.0     	83.21 	1885.43	4.7     	21.8         	114        	28116    	0.355827
1778      	218.6  	-59.0 	49    	23.2    	304   	19.3      	-12.9     	11484  	11465     	-113.673082	46.763888	-64.2   	-59.0     	83.16 	1886.12	4.7     	21.8         	114        	28139    	0.355591
1779      	218.4  	-59.0 	49    	23.2    	304   	19.3      	-12.9     	11489  	11469     	-113.672835	46.763772	-64.2   	-59.0     	83.11 	1886.82	4.7     	21.8         	114        	28161    	0.355355
1780      	218.2  	-59.0 	49    	23.2    	304   	19.3      	-12.9     	11493  	11474     	-113.672588	46.763657	-64.2   	-59.0     	83.06 	1887.51	4.7     	21.8         	114        	28184    	0.355119
1781      	218.1  	-59.0 	49    	23.1    	304   	19.2      	-12.8     	11498  	11479     	-113.672340	46.763542	-64.2   	-59.0     	83.01 	1888.20	4.7     	21.8         	114        	28207    	0.354883
1782      	217.9  	-59.1 	49    	23.1    	304   	19.2      	-12.8     	11503  	11483     	-113.672093	46.763427	-64.3   	-59.1     	82.96 	1888.89	4.7     	21.8         	114        	28229    	0.354648
1783      	217.7  	-59.1 	49    	23.1    	304   	19.2      	-12.8     	11508  	11488     	-113.671846	46.763311	-64.3   	-59.1     	82.92 	1889.59	4.7     	21.8         	114        	28252    	0.354412
1784      	217.6  	-59.1 	49    	23.0    	304   	19.1      	-12.7     	11512  	11493     	-113.671598	46.763196	-64.3   	-59.1     	82.87 	1890.28	4.7     	21.8         	114        	28275    	0.354177
1785      	217.4  	-59.1 	49    	23.0    	304   	19.1      	-12.7     	11517  	11498     	-113.671351	46.763081	-64.3   	-59.1     	82.82 	1890.97	4.7     	21.7         	114        	28297    	0.353941
1786      	217.3  	-59.1 	49    	23.0    	304   	19.1      	-12.7     	11522  	11502     	-113.671104	46.762966	-64.3   	-59.1     	82.77 	1891.66	4.7     	21.7         	114        	28320    	0.353706
1787      	217.1  	-59.2 	49    	23.0    	304   	19.2      	-12.7     	11526  	11507     	-113.670857	46.762850	-64.3   	-59.2     	82.72 	1892.37	4.7     	21.7         	114        	28343    	0.353473
