Time [mm:ss]	T [°C]	U [%r H]	Tu Cap [°C]
08:11.4     	16.13 	67.1    	15.85
08:12.3     	15.63 	68.1    	15.86
08:13.2     	15.25 	68.8    	15.86
08:14.1     	14.92 	69.6    	15.86
08:15.1     	14.65 	70.4    	15.87
08:16.0     	14.54 	71.2    	15.86
08:16.8     	14.47 	72.3    	15.86
08:17.7     	14.37 	72.9    	15.86
08:18.6     	14.25 	73.1    	15.86
08:19.5     	14.25 	72.9    	15.85
08:20.4     	14.41 	72.1    	15.85
08:21.3     	14.42 	72.3    	15.85
08:22.1     	14.62 	71.6    	15.84
08:23.1     	15.28 	69.0    	15.84
08:24.0     	15.49 	68.7    	15.84
08:24.8     	15.48 	69.1    	15.84
08:25.7     	15.67 	68.4    	15.84
08:26.6     	16.06 	66.7    	15.84
08:27.5     	16.01 	66.7    	15.85
08:28.5     	15.76 	67.1    	15.85
08:29.4     	15.55 	68.4    	15.86
08:30.2     	15.38 	69.8    	15.86
08:31.2     	15.15 	70.9    	15.87
08:32.1     	14.88 	71.6    	15.87
08:32.9     	14.63 	72.0    	15.87
08:33.8     	14.41 	72.4    	15.88
08:34.7     	14.23 	72.7    	15.88
08:35.6     	14.09 	72.9    	15.88
08:36.5     	13.98 	73.1    	15.87
08:37.4     	13.93 	73.6    	15.87
08:38.2     	13.91 	74.2    	15.86
08:39.2     	13.93 	74.9    	15.86
08:40.1     	13.97 	75.4    	15.85
08:41.0     	14.05 	74.6    	15.85
08:41.9     	14.01 	74.7    	15.85
08:42.8     	13.94 	74.6    	15.84
08:43.7     	13.89 	74.4    	15.84
08:44.6     	13.86 	74.4    	15.84
08:45.5     	13.88 	74.5    	15.84
08:46.3     	13.97 	74.5    	15.83
08:47.3     	13.96 	74.3    	15.83
08:48.2     	13.91 	74.1    	15.83
08:49.0     	13.85 	74.1    	15.82
08:49.9     	13.86 	74.5    	15.82
08:50.8     	13.81 	74.6    	15.82
08:51.7     	13.76 	74.6    	15.81
08:52.6     	13.73 	74.6    	15.81
08:53.5     	13.77 	74.6    	15.81
08:54.5     	13.82 	75.5    	15.80
08:55.4     	13.83 	75.0    	15.80
08:56.3     	13.80 	74.7    	15.79
08:57.1     	13.78 	74.7    	15.79
08:58.0     	13.74 	74.5    	15.79
08:58.9     	13.71 	74.4    	15.78
08:59.8     	13.69 	74.3    	15.78
09:00.7     	13.69 	74.2    	15.78
09:01.6     	13.70 	74.2    	15.78
09:02.5     	13.69 	74.2    	15.78
09:03.4     	13.68 	74.2    	15.78
09:04.3     	13.68 	74.2    	15.78
09:05.1     	13.68 	74.1    	15.78
09:06.0     	13.70 	74.0    	15.78
09:06.9     	13.72 	73.9    	15.78
09:07.9     	13.74 	74.1    	15.79
09:08.8     	13.84 	74.2    	15.79
09:09.7     	13.92 	73.5    	15.80
09:10.6     	14.13 	74.1    	15.80
09:11.5     	14.39 	75.0    	15.81
09:12.4     	14.41 	74.5    	15.81
09:13.2     	14.56 	74.3    	15.82
09:14.1     	14.65 	74.6    	15.83
09:15.0     	14.66 	74.4    	15.84
09:15.9     	14.70 	74.4    	15.85
09:16.8     	14.67 	74.1    	15.86
09:17.7     	14.55 	73.7    	15.88
09:18.6     	14.48 	73.4    	15.90
09:19.5     	14.55 	72.7    	15.91
09:20.4     	14.46 	73.5    	15.93
09:21.3     	14.46 	74.2    	15.95
09:22.2     	14.50 	74.3    	15.97
09:23.1     	14.54 	74.3    	15.99
09:24.0     	14.60 	74.4    	16.01
09:24.9     	14.62 	74.8    	16.03
09:25.8     	14.70 	74.8    	16.05
09:26.7     	14.73 	74.5    	16.07
09:27.6     	14.75 	74.0    	16.09
09:28.5     	14.72 	73.8    	16.11
09:29.3     	14.68 	74.0    	16.14
09:30.2     	14.65 	74.0    	16.16
09:31.2     	14.65 	73.9    	16.18
09:32.0     	14.61 	74.5    	16.20
09:32.9     	14.62 	75.2    	16.22
09:33.9     	14.61 	75.2    	16.24
09:34.8     	14.53 	74.5    	16.26
09:35.7     	14.44 	74.0    	16.27
09:36.6     	14.38 	73.6    	16.29
09:37.4     	14.32 	73.5    	16.30
09:38.3     	14.30 	73.5    	16.31
09:39.2     	14.24 	73.6    	16.32
09:40.1     	14.21 	73.9    	16.33
09:41.0     	14.20 	74.0    	16.34
09:42.6     	14.19 	74.1    	16.35
09:42.8     	14.26 	74.1    	16.36
09:43.7     	14.31 	74.2    	16.36
09:44.6     	14.36 	74.7    	16.37
09:45.4     	14.44 	74.9    	16.37
09:46.4     	14.41 	74.5    	16.38
09:47.3     	14.48 	74.1    	16.39
09:48.2     	14.52 	73.8    	16.40
