alt,u,v,temp,bv2
15156,1.57861885286875,-4.01963932220488,1.78997188378628,0.000453161018184025
15160,1.51452826435066,-4.07193344614127,1.79456419868788,-0.0015592585513714
15165,1.35014909992613,-3.98363577185021,1.89915651358947,-0.00156209929578078
15170,1.20621382851258,-4.09620125422413,1.90374882849106,0.00045426270694266
15174,1.04327096910771,-4.01509341745074,1.90834114339265,0.000227197020607751
15179,0.981080278274264,-4.07014349235712,1.91293345829424,0.00022743410725933
15183,0.819011243125161,-3.9950299201945,1.91752577319584,0.00045500014687782
15188,0.757792135522907,-4.05150042639202,1.92211808809743,0.000455369765432533
15193,0.596447633128647,-3.98205524432788,1.92671040299902,0.000455739984993782
15197,0.53612284256037,-4.03975066262343,1.93130271790061,0.000456110807028393
15202,0.375876635510815,-3.97622942693934,1.9358950328022,0.00045648223300838
15207,0.316483230865011,-4.03501107751045,1.94058106841607,0.000456854264410301
15211,0.157257156793849,-3.97704525392941,1.94536082474222,0.000228493550491021
15216,0.0989010872474241,-4.03718115105847,1.95014058106837,0.000228733352224225
15221,0.0152972593350498,-3.91780956432698,1.9549203373945,0.000457600149409915
15226,-0.0420941288591257,-3.97911278411355,1.95970009372066,0.000457974005985663
15230,-0.199651212011667,-3.93108439181622,1.9644798500468,0.000458348473938325
15235,-0.356888974807032,-3.8872715830319,1.96925960637294,0.00045872355476867
15240,-0.412087542176266,-3.95124315400258,1.97413308341137,0.000459099249982544
15245,-0.567671715281603,-3.91319415953997,1.97900656044979,0.000459475561090537
15250,-0.55125142984221,-3.90772036008576,1.98388003748821,0.000229804962943057
15254,-0.706309082493169,-3.87390936652997,1.98875351452664,0.00023004752666601
15259,-0.86057190904847,-3.84441586252188,1.99362699156506,0.000460230037058636
15264,-0.91237977813073,-3.91209038166893,1.99850046860348,0.00046060820496444
15269,-1.06462896077444,-3.88785311507713,2.0033739456419,0.000460986994857451
15273,-1.15036176807654,-3.79210571690188,2.00824742268033,0.000461366408273616
15278,-1.19967038057372,-3.86209460627547,2.01321462043103,0.000461746446753842
15283,-1.34969819503799,-3.84591169129523,2.01818181818172,0.000462127111843816
15288,-1.49863629348037,-3.83360704814378,2.02314901593243,0.000231131515694174
15292,-1.5848040910296,-3.74653489341175,2.02811621368313,0.000231376889400604
15297,-1.63019458292122,-3.81961517326725,2.03308341143383,0.000462890328062559
15302,-1.77659134100714,-3.81519371146188,2.03805060918453,0.000463272882308508
15307,-1.92146586852424,-3.81470774051293,2.04301780693523,0.000463656069399311
15312,-2.00747443415325,-3.73590625351084,2.04798500468593,0.000464039890906512
15316,-2.09466710881302,-3.65895902260629,2.05295220243663,0.000464424348406801
15321,-2.23779542047465,-3.66757472125806,2.05801312089961,0.00046480944348247
15326,-2.37917780925923,-3.68006027884717,2.06316776007487,0.000232473472459074
15331,-2.46733338815966,-3.61036285784879,2.06832239925013,0.000232721705261695
15335,-2.60666728021828,-3.62919287358624,2.07347703842539,0.000465581552714043
15340,-2.74404029629168,-3.65174560753476,2.07863167760065,0.000465968570060497
15345,-2.83260068857665,-3.58932744252462,2.08378631677591,0.00248329718373459
15350,-2.96754746160738,-3.6179970872312,1.98894095595117,0.00247858591949478
15354,-3.05667865977202,-3.56017282944975,1.99409559512643,0.00046713349227748
15359,-3.18878006785162,-3.59499045994066,1.9992502343017,0.000467523095122005
15364,-3.31859032650128,-3.63326531872664,2.00440487347695,0.000233831103113036
15369,-3.44594977827792,-3.67483377420619,2.0096532333645,0.000234082245276198
15374,-3.53355641269599,-3.62700529427253,2.01490159325203,0.000468304253709398
15379,-3.65766386781981,-3.67440867431696,2.02014995313957,0.000468695812718125
15384,-3.74484811532742,-3.63122667554304,2.0253983130271,0.00248189022462491
15389,-3.83268871352297,-3.58984798546349,1.93064667291465,0.0024771968532164
15394,-3.95209153886635,-3.64555255886036,1.93589503280218,0.000469874428313386
15399,-4.0395609485796,-3.60866500029774,1.941237113402,0.000470268618541678
15404,-4.2059114361872,-3.44814295708805,1.94657919400181,0.000470663470719081
15409,-4.29649711025995,-3.4166100593061,1.95192127460162,0.0022435989494604
15414,-4.3874855560568,-3.387009930753,1.85726335520143,0.00223974673791525
15419,-4.47895490464849,-3.35944493596829,1.86260543580125,0.000471455167601772
15423,-4.570883486818,-3.33368525233142,1.86794751640106,0.000471852015661402
15428,-4.68047847847345,-3.4085667805605,1.87328959700088,0.000472249532378727
15433,-4.77137949943247,-3.38707264405777,1.87872539831296,0.00247722124088685
15438,-4.862687330131,-3.36753242433846,1.78416119962505,0.00247256413988968
15443,-4.954258000373,-3.34986240514857,1.78959700093714,0.00047344611142125
15448,-5.15393900022791,-3.32370729435316,1.79503280224923,0.00247433009920178
15453,-5.2462118322043,-3.31195499478401,1.70046860356132,0.00223243861180258
15458,-5.33867149251862,-3.30201085314055,1.70590440487341,0.000237252596264427
15463,-5.43141283266854,-3.29409615316977,1.7113402061855,0.00247105906207668
15468,-5.52422008331206,-3.28806888278779,1.61677600749758,0.00246643842097085
15473,-5.61722728515006,-3.28393095752864,1.62221180880967,0.000475453941974512
15478,-5.71041871095955,-3.28182015986719,1.62764761012176,0.00246821133115525
15483,-5.80357717650224,-3.28159765462659,1.53308341143386,0.00246360870498162
15488,-5.90213852163066,-3.18345668218911,1.53851921274595,0.000476666835541927
15492,-5.88736022198404,-3.18045865118705,1.54395501405804,0.00222623533429885
15497,-5.87793127604174,-3.07766860335221,1.44939081537012,0.00222247245805445
15502,-5.98196918074025,-2.9818546571942,1.45482661668221,0.000477478875020966
