alt,u,v,temp,bv2
13204,0.8928838728588,2.3918152925544,-4.97397959183691,0.00177469159020266
13208,1.052202490079,2.51422230285686,-5.0741401273887,0.00177228369358531
13213,1.12767546398143,2.58213111143059,-5.07430025445309,0.000333666724591
13217,1.28691132610372,2.70444977870703,-5.0744599745872,0.000500990144110526
13221,1.36230170059762,2.77227055552695,-5.07461928934026,0.00194050908512915
13225,1.521455436741,2.89450155119294,-5.17477820025366,0.00177116809867565
13230,1.59676383856439,2.96223496439879,-5.17493670886093,0.000334662745011712
13234,1.75596243860457,3.08362381297206,-5.1750948166879,0.000334862663089424
13238,1.83131553617736,3.15051729076714,-5.17525252525269,0.000502787573206401
13242,1.99043297571889,3.2718214262045,-5.17540983606573,0.0019401985089253
13247,2.06570506293452,3.33863048350955,-5.27556675062987,0.0017702653625078
13251,2.22474195432061,3.45985054478733,-5.2757232704404,0.00033586584697384
13255,2.29993364122924,3.52657581750261,-5.27587939698507,0.000336067205466423
13260,2.45889059065949,3.64771243718716,-5.27603513174419,0.000504597946211958
13264,2.53400248120035,3.71435455484217,-5.27606516290741,0.00050481424905316
13268,2.69288008880761,3.83540835917007,-5.27609511889877,0.0017719680356247
13272,2.76791278088527,3.90196794500315,-5.37612500000015,0.00176957986188119
13277,2.92671164081132,4.02293955396017,-5.37615480649204,0.000337280444905129
13281,3.00166572637093,4.08941722499685,-5.37618453865352,0.000337483503643306
13285,3.16038642684109,4.21030725239575,-5.37621419676229,0.000337686807031109
13289,3.23526249194239,4.276703619526,-5.37624378109468,0.000337890355510671
13292,3.39390561533896,4.39751267308319,-5.37627329192562,0.000338094149524818
13296,3.4687042402293,4.4638283411375,-5.37630272952869,0.000338298189518884
13300,3.62739239634269,4.58457854029046,-5.37633209417611,0.000338502475938402
13303,3.70211400449774,4.6508140814839,-5.37636138613877,0.000338707009229584
13307,3.86086484635318,4.77073138488828,-5.37639060568618,0.000338911789840414
13311,3.93577081233192,4.83615765023213,-5.37641975308657,0.000339116818220039
13314,4.09456593397282,4.95602078489292,-5.37644882860681,0.000339322094818157
13318,4.16939512599351,5.02136958310289,-5.37635467980311,-0.00109346920729245
13322,4.32811360817842,5.1411555077056,-5.27626076260777,-0.000924798791719859
