alt,u,v,temp,bv2
30564,3.72161450351711,3.53214232356623,-0.997178988326802,-0.00212121212121234
30570,3.81885382628421,3.56817052201003,-0.903310613437149,-0.00212581344902408
30576,3.91618461929794,3.60425314918885,-0.909454191033092,-0
30582,4.01360715027609,3.64039036440628,-0.91560975609751,-0.00212581344902375
30588,4.11112168798225,3.67658232758823,-0.82177734374995,0.000456216972088318
30594,4.20872850223085,3.71282919928591,-0.827956989247262,0.00257984241397552
30600,4.15265444162343,4.23683812748869,-0.834148727984292,-0.00213043478260887
30606,4.24992179866276,4.27485982935331,-0.740352595494564,-0.00213507625272348
30612,4.25217659641525,4.28203522573241,-0.74647058823524,-0
30618,4.34963041220963,4.32016787858427,-0.752600588812506,-0
30624,4.44717786956298,4.35835625219547,-0.758742632612915,-0.00213507625272315
30630,4.54481924470409,4.39660051093403,-0.664896755162189,-0.00213973799126621
30635,4.64255481494925,4.43490081981508,-0.671062992125933,-0
30641,4.74038485870766,4.47325734450407,-0.677241379310296,-0.00213973799126638
30647,4.67208205514546,5.00816337545668,-0.583333333333286,0.000466325868532827
30653,4.67490667799575,5.01568937132119,-0.589437314906171,0.00260380938254856
30658,4.67773688310463,5.0232302406953,-0.595553359683741,-0
30664,4.68057268703668,5.03078602771408,-0.601681503461869,-0.00214442013129108
30670,4.58895198230638,5.00584180463389,-0.507722772277177,-0.0021491228070176
30675,4.41769289623063,5.50538395354822,-0.513776015857232,-0
30681,4.42072559786983,5.51306869599809,-0.519841269841216,-0
30686,4.42376432274962,5.52076870109432,-0.525819265143937,-0
30692,4.42689917906924,5.52852602411936,-0.531809145129174,-0
30698,4.24728566467657,6.02509819057013,-0.537810945273584,-0
30703,4.25043301667726,6.03288643464054,-0.543725099601545,-0
30709,4.25367700425393,6.0407323440293,-0.549651046859374,0.0026352933364869
30715,4.25714199661318,6.04812317132669,-0.55558882235524,0.00262822584052332
30720,4.26070517531658,6.05556939854305,-0.561438561438514,-0
30726,4.07301797965799,6.54856596994514,-0.567299999999946,-0
30732,4.07659543247667,6.55604202679245,-0.573173173173117,-0
30737,3.9875532067038,6.52611316155069,-0.578957915831616,-0
30743,3.99123674083031,6.53366006456545,-0.584754262788309,0.0021491228070176
30749,3.99501939304318,6.5412629590163,-0.690562248995931,0.00214442013129108
30754,3.7996836017557,7.02935140279865,-0.696281407035123,-0
30760,3.80329757922715,7.03690302828907,-0.702012072434556,-0
30765,3.71477635172514,7.00535579026256,-0.707754279959666,0.00214442013129091
30771,3.7182206337316,7.01285583654197,-0.813508064516078,0.00213973799126626
30777,3.62973636398983,6.98078041250318,-0.819172552976738,0.00266030666664324
30782,3.3357711617573,7.42080286993048,-0.824848484848431,0.00479284254390069
30788,3.24771785146535,7.38703660789901,-0.930434782608643,0.00213507625272324
30794,3.15957805532886,7.35324478077818,-0.936032388663911,-0
30799,3.16270605623719,7.36010097517012,-0.941540020263375,-0
30805,3.07458826254625,7.32578516875582,-0.94705882352936,0.00213507625272341
30811,2.77576669596699,7.75359934371998,-1.05248730964462,0.00213043478260879
30816,2.68819728588047,7.7176450553082,-1.05782520325198,-0
30822,2.60053978256076,7.68166549163314,-1.0631739572736,0.00213043478260863
30828,2.6034246955876,7.68792240165318,-1.16843177189404,0.00212581344902379
30834,2.51577537841579,7.65142194592196,-1.17370030581034,-0
30840,2.21239252338476,8.06700448081993,-1.17887755102036,0.00481743886486034
30846,2.12531594962494,8.02887904003801,-1.28406537282937,0.00479387336297055
30851,2.1281245122555,8.03460239424972,-1.28916155419218,-0
30857,2.04096386379004,7.9964636695179,-1.29416581371541,0.00212121212121192
30863,1.95388848265015,7.95783090934631,-1.39918032786879,0.00211663066954624
30869,1.64633559888737,8.36120143428294,-1.40410256410251,-0
30875,1.64895808946458,8.36635690684568,-1.40893223819296,0.0021166306695464
30881,1.56238874131163,8.3260887754065,-1.51377183967107,0.00211206896551721
30887,1.47572792540811,8.28579601415533,-1.51851851851846,-0
30893,1.38897535915542,8.24547854699592,-1.52317198764155,-0
30899,1.39123141120842,8.25053534749222,-1.52773195876283,-0
30905,1.30429449179411,8.21016823897088,-1.53230134158921,0.00271178541192923
30911,1.21726496721858,8.16977619436334,-1.53677685950407,0.00270430226149843
30916,1.21924320260439,8.1747581862824,-1.54115822130294,0.00211206896551736
30922,1.13202760462798,8.13431603709863,-1.64554865424425,0.00210752688172055
30928,1.0447185360265,8.09384871878247,-1.64984455958544,-0
30934,1.0464163583351,8.09875520298071,-1.65414937759331,-0
30940,0.958919474624182,8.0582373110929,-1.65846313603318,-0
30946,0.871328244006122,8.01769401411346,-1.66268191268186,-0
30952,0.872574477911865,8.02297508069431,-1.66690946930275,-0
30958,0.784625407758316,7.98283076952851,-1.67114583333328,-0
30964,0.696581389869504,7.94266004822993,-1.67528675703853,-0
30970,0.608442126914316,7.9024628340946,-1.67943632567844,0.00273827920081838
30976,0.609307972737707,7.90763809404683,-1.68359456635313,0.0027306493230164
30981,0.520977322678871,7.86738764474158,-1.68765690376563,-0
30987,0.432550528077694,7.82711045240636,-1.69172774869104,-0
30993,0.433127939011701,7.83220548291756,-1.69570230607961,-0
31000,0.344507947032866,7.7918745518767,-1.69968520461694,-0
31006,0.34498961726371,7.79695331811847,-1.70367647058818,-0.00210752688172057
31013,0.256273479763216,7.75660603200725,-1.60767613038901,-0.00211206896551738
31019,0.167459880143973,7.71623165824631,-1.61157894736836,-0
31026,0.374797250872646,7.30575437269705,-1.61548998946254,-0
31032,0.28510752815448,7.26692530420649,-1.61940928270037,0.00276529578287456
