alt,u,v,temp,bv2
14977,-0.965621873072287,-3.97166826549694,1.34526315789471,0.00178734858199918
14980,-0.972955409350824,-3.96349655160582,1.34449760765548,0.000443832282010683
14984,-0.883908909143628,-4.53017887271164,1.34373205741625,0.000444183971832414
14988,-0.890997609755559,-4.52186560213132,1.34287081339711,0.000222154772368214
14991,-0.898009885916764,-4.51349474159664,1.34200956937797,0.000222381447081583
14995,-0.904777326411363,-4.50498232437276,1.34105263157893,0.000444889026190875
14999,-0.911468342455237,-4.49641231719451,1.33999999999997,0.000445242393387888
15003,-0.9180829340484,-4.48778472006189,1.33894736842103,0.000222684282627549
15006,-0.924529114425674,-4.47907315619444,1.33789473684208,0.000222912039749963
15010,-0.93052639974556,-4.47064649583607,1.33674641148323,0.000445950814500591
15014,-0.936354280406086,-4.46213721130467,1.33550239234449,0.000446305871101886
15017,-0.941955323450664,-4.45407611190754,1.33425837320573,0.00178871153078189
15021,-0.947401530706848,-4.44590251772527,1.23301435406697,0.00178644357552081
15025,-0.952678807651999,-4.43764469799688,1.2315789473684,0.000447017683141923
15028,-0.871715746612097,-5.00586019115345,1.23014354066984,0.000447374441292008
15032,-0.876838187768847,-4.99748987663993,1.22861244019136,0.000223750912007037
15036,-0.881714280720367,-4.98897908918773,1.22698564593299,0.000223980857336686
15039,-0.886512955777675,-4.98041205434295,1.22535885167463,0.00044808966866393
15043,-0.7921158936498,-4.95784348385605,1.22354066985643,0.000448448140623431
15047,-0.796515560195559,-4.94905785320974,1.22172248803826,0.000224288067659962
15050,-0.701731644356293,-4.92624513707291,1.21980861244017,0.000224519118938214
15054,-0.792483026590716,-4.33728663346081,1.21779904306218,0.00201252358486505
15058,-0.697629933534621,-4.31255674104372,1.1157894736842,0.00178479944157136
15061,-0.701375300017446,-4.30338903065294,1.11368421052631,0.000224879399565712
15065,-0.606195056929906,-4.27846809836362,1.1114832535885,0.000449887782431829
15068,-0.609613273381271,-4.26910934810061,1.10918660287081,0.000450249138308558
15072,-0.514105880262242,-4.24399737593905,1.10688995215311,0.000225189081403692
15076,-0.516984326739014,-4.23491716809502,1.10449760765549,0.00022542199374027
15079,-0.519612118972617,-4.22570356090527,1.10200956937798,0.000450973594340252
15083,-0.423391743407713,-4.20079299592886,1.09952153110046,0.000451336697303815
15086,-0.425689547659154,-4.19139247811077,1.09703349282295,0.000225733172830257
15090,-0.32913918411208,-4.16629500250602,1.09444976076554,0.000225967212615555
15093,-0.331198987146514,-4.15673395084003,1.09177033492821,0.000452064660182287
15097,-0.234318635617278,-4.13144956460694,1.08909090909089,0.000226097363480804
15101,-0.23604845066955,-4.12170160231261,1.08631578947367,0.000226332159452612
15104,-0.138930097923328,-4.09625668223162,1.08344497607654,0.00201366522205933
15108,-0.140112180997725,-4.08681613822349,0.98057416267941,0.00201082959889758
15111,-0.0424451744558709,-4.06168002914338,0.97770334928228,0.000226645858202696
15115,-0.0433864908600512,-4.05208312943141,0.974641148325333,0.000226881795344279
15119,0.0545212823520416,-4.02679066464747,0.971578947368414,0.00045389488265199
15122,0.0538207326180853,-4.01703740923167,0.96851674641146,0.000227013002196356
15126,0.151832696051841,-3.9910961099804,0.965454545454541,0.00022724970474638
15129,0.151236336539569,-3.98069402009726,0.962200956937785,0.000454631127867111
15133,0.149532677515879,-3.35728053699568,0.958947368421043,0.000455000146877879
15137,0.149177084673831,-3.34672209140871,0.955693779904308,0.000227565953883897
15140,0.24738252268974,-3.3187467094871,0.952440191387552,0.000227803811548636
15144,0.247267696517909,-3.30803190819629,0.949090909090913,0.000455739984993768
15147,0.345713901204043,-3.27990017057085,0.945645933014355,0.000227936087291607
15151,0.345839841702436,-3.26902901357622,0.942200956937789,0.000228174719736878
15155,0.444526813058793,-3.24074092024695,0.938755980861245,0.00201487390332184
15158,0.444893520227417,-3.22971340754848,0.835311004784685,0.00201204742722499
15162,0.543821258253992,-3.20126895851537,0.831770334928216,0.000228493550490958
15165,0.544428732092832,-3.19008509011307,0.82822966507176,0.000228733352224207
15169,0.643504803696217,-3.16150905274887,0.824593301435392,0.000457600149409964
15172,0.644260611111854,-3.15019359601547,0.820956937799025,0.00022886670997298
15176,0.743577449385455,-3.12146120294744,0.817320574162657,0.000229107296012863
15179,0.744481590377895,-3.11001415788295,0.81368421052629,0.000458348473938338
15183,0.843854329134864,-3.08117494385656,0.810047846889923,0.000229241090284135
15187,0.844906803704106,-3.06959631046098,0.806411483253555,0.000229482464484396
15190,0.845947100736659,-3.05799032587019,0.802775119617195,0.000459099249982539
15194,0.945536251090495,-3.02894005374955,0.799138755980827,0.000459475561090658
15197,0.833722229065117,-2.40801821950908,0.79550239234446,0.000229804962943143
15201,0.834978937694522,-2.39620117682405,0.791866028708093,0.000230047526666015
15204,0.836223468787253,-2.3843567829438,0.788133971291813,0.00201615104737546
15208,0.935698796244807,-2.35335201976275,0.684401913875554,0.00178290796458084
15211,0.937091660914326,-2.34137603755141,0.680669856459275,0.000230425783296845
15215,0.93855260360391,-2.32932058557692,0.677033492822908,0.000460986994857434
15218,1.03816408710158,-2.29815688286956,0.67339712918654,0.000230561122396975
15222,1.03968093027454,-2.28599460993672,0.66976076555018,0.000230805285876701
15225,1.04127802900424,-2.27378021843592,0.666124401913812,0.000461746446753942
15229,1.14110592409876,-2.24240545763433,0.662488038277445,0.000230941071272224
15232,1.14275892331182,-2.23008424517518,0.65875598086118,0.00023118604057164
15236,1.14449217808164,-2.21771091414808,0.655023923444908,0.000462508405094672
15239,1.14629351087152,-2.20525811335784,0.651291866028643,0.000462890328062574
15243,1.24624538446947,-2.17369706183473,0.647559808612364,0.000231513348389425
15246,1.1231855983152,-1.54715067374652,0.643827751196106,-0.00132169808816329
15250,1.12503065405176,-1.53456370080271,0.739999999999931,-0.00109153170085748
15253,1.1270362209018,-1.52187249072301,0.736172248803747,0.000231896444758963
15257,1.03135946049907,-1.53046654663242,0.732440191387482,0.000232143446147683
15260,0.935751224444672,-1.5389827421864,0.728708133971224,0.000464424348406792
15264,0.937946017255214,-1.52668202687112,0.724976076554945,0.000232280811086038
15268,0.842035734817351,-1.53456049076639,0.72114832535879,0.000232528632396311
15271,0.843927559426717,-1.52162065107773,0.717320574162613,0.000465195177720662
15275,0.748071304675541,-1.52939133468604,0.713492822966444,0.000232666453696553
15278,0.652202396898197,-1.53713488379219,0.709760765550179,0.000232915099017629
15282,0.654135596168075,-1.52406012931439,0.706028708133921,0.000465968570060573
15285,0.558333369103572,-1.53172303263574,0.702200956937745,0.000466356231363297
15289,0.585079134279731,-2.14132016970305,0.698468899521473,0.000233247324583314
15293,0.587145694975291,-2.12808412365566,0.694736842105208,0.000233497213647675
15296,0.491194842291478,-2.1344350998864,0.691004784688928,-0.00108879300280027
15300,0.493394529274603,-2.12167964345041,0.787272727272672,-0.00132402099032321
15304,0.39751083165195,-2.12795157526945,0.783540669856393,0.000233886909270033
15307,0.301694289090463,-2.1341444626768,0.779808612440128,0.000467913348389163
15311,0.304028286195901,-2.12123091741743,0.776076555023856,0.000468304253709489
15315,0.208187386278745,-2.12737273856664,0.772344497607591,0.000234221914955965
15318,0.112517332517427,-2.13343307027966,0.768708133971224,0.000234473897762153
15322,0.115351689412549,-2.12024952358265,0.765071770334863,0.00046908802705638
15326,0.0197949690538337,-2.12548454001337,0.761435406698496,0.000234614035346845
15329,-0.0755918511326144,-2.13063669059327,0.75789473684204,-0.00132353515106659
15333,-0.170551524845699,-2.13620363789464,0.854354066985579,-0.00109026122361596
15337,-0.26542018836583,-2.14174101419177,0.850909090909035,0.000235007470868753
15340,-0.360197841693008,-2.14724881948466,0.847464114832476,0.000235261147672861
15344,-0.454715086878863,-2.15264259507179,0.844114832535823,0.000470663470719079
15348,-0.549141321871772,-2.15800679965467,0.840765550239176,0.000471058986514378
15351,-0.643476546671742,-2.16334143323331,0.837416267942523,0.000235600104531723
15355,-0.737720761278759,-2.1686464958077,0.834162679425766,0.000235855063070037
15359,-0.831782955499875,-2.1738924163736,0.831004784688936,0.000471852015661274
15362,-0.925754139528046,-2.17910876593526,0.827846889952092,-0.00132451269716669
15366,-1.02004650438848,-2.18371767398787,0.924784688995153,-0.00132674572969823
15370,-1.1139888558295,-2.1887695182852,0.921722488038199,0.000472647719445656
15373,-1.1019277605247,-2.76524543746538,0.918755980861178,0.000236394947937875
15377,-1.19600720842922,-2.76851889029711,0.915885167464047,0.000236651630620931
15381,-1.2898282779466,-2.77167378604165,0.913110047846828,0.000473446111421154
15384,-1.38355886721751,-2.77479752693887,0.910430622009507,0.000473846319741522
15388,-1.47719897624196,-2.77789011298878,0.90784688995209,0.000236994608969542
15392,-1.57074860501993,-2.78095154419137,0.905454545454482,0.000237252596264284
15395,-1.66420775355142,-2.78398182054664,0.903157894736786,0.000474648769618391
15399,-1.65909564653523,-2.76961612428791,0.900956937798988,0.000237396076025903
15403,-1.55541228397137,-2.73785445541516,0.898851674641094,0.000237654938595537
15407,-1.55054242338316,-2.72285451813297,0.896842105263097,0.000475453941974599
15411,-1.35223636039012,-3.2573275212751,0.894928229665013,0.000475857553415713
15415,-1.34716890588857,-3.24285905751955,0.893110047846832,0.000238000833415503
15419,-1.24331911903941,-3.21277200801403,0.891483253588461,0.000238261017272848
15423,-1.23830109241237,-3.19841085572095,0.889952153109988,0.00047666683554202
15427,-1.1345007334377,-3.1684311176779,0.888516746411426,0.00204045156362384
15431,-1.12945571023445,-3.15411968689292,0.787177033492775,0.00179873828387981
15435,-0.939981380222001,-3.69726695781946,0.786028708133927,0.000238870195154124
15439,-0.934909360442525,-3.68300524854259,0.784976076554976,0.00047788593317533
15443,-0.830873459951512,-3.65490867987813,0.784114832535842,0.00047829368596865
15447,-0.825850868046544,-3.64075428206372,0.783349282296605,0.000239219639109082
15450,-0.7217879709793,-3.61270743490736,0.782679425837273,0.000239482496071929
15454,-0.61771157562395,-3.58468544850504,0.782105263157845,0.00204000250440443
15458,-0.61264848885466,-3.57060563295279,0.681626794258321,0.00203716877915826
15462,-0.432077935942154,-4.12409721185819,0.681244019138695,0.000239833735114247
15466,-0.427154199786187,-4.11015743696872,0.681052631578893,0.000240097944104353
15470,-0.322702806736409,-4.08447653046985,0.681052631578893,0.000480342932024415
15474,-0.317493115461623,-4.07100585468219,0.681148325358798,0.000480754890238771
